#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.1	362478	362895	Escherichia_coli_emrE	410-825/1244	....====/==....	1/2	33.44	91.39	card	Z11877.1:1-1245
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.2	187538	188705	PmrE	1-1168/1168	===============	0/0	100.00	98.80	card	U00096:2098447-2099614
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.2	251050	252458	mdtK	1-1409/1425	========/======	3/4	98.74	75.19	card	CP014358.1:2161326-2162751
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.22	34970	36310	Escherichia_coli_LamB	1-1341/1341	========/======	2/6	99.78	98.44	card	BA000007:5101245-5102586
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.23	10598	11420	bacA	1-823/823	===============	0/0	100.00	100.00	card	U00096:3203310-3204132
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.23	26781	28160	patA	1-1380/1380	===============	0/0	100.00	100.00	card	NC_000913.3:3219494-3220874
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.24	50145	50500	tet34	66-421/465	.=======/=====.	2/2	76.34	75.35	card	AB061440:306-771
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.26	7676	9320	PmrC	1-1645/1645	===============	0/0	100.00	100.00	card	AP009048:4338625-4340269
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.3	18178	18742	tet(C)	1-565/565	========/======	2/2	99.82	76.50	card	AY171578:1-565
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.3	25147	25400	AAC(6')-Ib7	1-251/980	====..../......	1/3	25.61	97.64	card	Y11946.1:1-981
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.3	25399	26191	aadA	1-793/793	===============	0/0	100.00	100.00	card	NC_010410:3621492-3622284
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.3	26206	26301	AAC(6')-Ib'	3807-3902/3902	..............=	0/0	2.46	98.96	card	AY660529.1:1-3903
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.3	26696	27536	sul1	1-841/841	===============	0/0	100.00	99.88	card	JF969163:1054-1894
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.3	222694	223108	H-NS	1-415/415	===============	0/0	100.00	99.28	card	NC_002695:1737554-1737968
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.30	26696	27565	Escherichia_coli_rob	1-870/870	===============	0/0	100.00	98.97	card	NC_000913.3:4634441-4635311
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.30	33907	35549	YojI	1-1644/1644	========/======	1/1	99.94	98.60	card	NC_000913.3:1-1645
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.31	30369	30753	marA	1-385/385	===============	0/0	100.00	100.00	card	NC_007779:1621288-1621672
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.35	33204	33734	emrR	1-531/531	===============	0/0	100.00	100.00	card	NC_000913.3:2810770-2811301
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.35	33861	35034	emrA	1-1174/1174	===============	0/0	100.00	100.00	card	AP009048:2810083-2811256
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.35	35050	36589	emrB	1-1540/1540	===============	0/0	100.00	100.00	card	U00096:2812616-2814155
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.36	32623	33781	mdtE	1-1159/1159	===============	0/0	100.00	100.00	card	AP009048:3980026-3981184
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.36	33806	36920	mdtF	1-3115/3115	===============	0/0	100.00	99.97	card	U00096:3660414-3663528
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.36	37282	38010	gadW	1-729/729	===============	0/0	100.00	94.65	card	CP015085.1:2551712-2552441
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.36	38377	39202	gadX	1-826/826	===============	0/0	100.00	100.00	card	NC_007779:3974605-3975430
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.38	6566	6752	Escherichia_coli_emrE	205-391/1244	..===..........	0/0	15.03	90.91	card	Z11877.1:1-1245
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.39	19849	19992	kdpE	535-678/678	...........====	0/0	21.24	90.28	card	NC_000913.3:721056-721734
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.39	24184	24861	kdpE	1-678/678	===============	0/0	100.00	100.00	card	NC_000913.3:721056-721734
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.4	26373	29967	evgS	1-3595/3595	===============	0/0	100.00	99.97	card	U00096:2484374-2487968
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.4	29971	30586	evgA	1-616/616	===============	0/0	100.00	100.00	card	NC_002695:3211892-3212507
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.4	31110	32166	emrK	1-1057/1057	===============	0/0	100.00	100.00	card	D78168:537-1593
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.4	32165	33704	emrY	1-1540/1540	===============	0/0	100.00	99.94	card	D78168:1592-3131
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.4	160960	161929	PmrF	1-970/970	===============	0/0	100.00	100.00	card	U00096:2367071-2368040
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.40	20598	21261	acrS	1-664/664	===============	0/0	100.00	100.00	card	U00096:3412803-3413466
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.40	21659	22817	acrE	1-1159/1159	===============	0/0	100.00	100.00	card	U00096:3413864-3415022
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.40	22828	25933	acrF	1-3106/3106	===============	0/0	100.00	99.97	card	U00096:3415033-3418138
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.42	156	1367	mdtM	1-1212/1234	===============	0/0	98.22	95.55	card	U00096:4567287-4568520
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.43	29684	29750	Escherichia_coli_emrE	139-205/1244	.==............	0/0	5.39	100.00	card	Z11877.1:1-1245
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.44	3253	4719	mdtP	1-1467/1467	===============	0/0	100.00	100.00	card	AP009048:4303043-4304510
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.44	4716	6767	mdtO	1-2052/2052	===============	0/0	100.00	100.00	card	AP009048:4304506-4306558
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.44	6767	7798	mdtN	1-1032/1032	===============	0/0	100.00	100.00	card	AP009048:4306557-4307589
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.46	14992	15625	CRP	1-634/634	===============	0/0	100.00	99.84	card	AP009048:4153664-4154297
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.5	55834	58948	acrD	1-3115/3115	===============	0/0	100.00	99.97	card	NC_007779:2586251-2589365
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.50	7833	8037	Escherichia_coli_emrE	1-206/1244	===...../......	1/1	16.48	84.47	card	Z11877.1:1-1245
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.57	472	583	Escherichia_coli_emrE	81-192/1244	===............	0/0	9.00	83.93	card	Z11877.1:1-1245
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.6	48938	50114	mdtL	1-1177/1177	===============	0/0	100.00	100.00	card	U00096:3891615-3892791
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.6	86464	87654	emrD	1-1191/1191	===============	0/0	100.00	98.07	card	GG749185.1:116813-118004
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.65	2016	2853	APH(6)-Id	1-838/838	===============	0/0	100.00	99.88	card	AF024602:3156-3993
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.65	2852	3129	APH(3'')-Ib	528-805/805	.........======	0/0	34.53	100.00	card	AF313472:15594-16398
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.65	3202	3685	dfrA14	1-484/484	===============	0/0	100.00	100.00	card	EU780012:2163-2646
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.65	3693	4224	APH(3'')-Ib	1-532/805	==========.....	0/0	66.09	99.44	card	AF313472:15594-16398
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.65	4285	5101	sul2	1-817/817	===============	0/0	100.00	100.00	card	AY055428:20269-21085
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.8	40320	41513	Escherichia_coli_acrA	1-1194/1194	===============	0/0	100.00	100.00	card	NC_000913.3:484426-485620
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.8	41536	44685	acrB	1-3150/3150	===============	0/0	100.00	100.00	card	NC_000913.3:481254-484404
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.87	1	205	Escherichia_coli_emrE	1-205/1244	===............	0/0	16.48	100.00	card	Z11877.1:1-1245
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.9	18648	19875	mdtG	1-1228/1228	===============	0/0	100.00	100.00	card	NC_007779:1115841-1117068
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.9	28503	29712	mdtH	1-1210/1210	===============	0/0	100.00	100.00	card	U00096:1124118-1125327
/home/ryder/AMR_PROJECT/assemblies/11657_5_33.fa	ERZ3164987.9	74903	78349	mfd	1-3447/3447	===============	0/0	100.00	99.97	card	NC_000913.3:1170518-1173965
