#FILE,SEQUENCE,START,END,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,ISOLATE_ID
/home/ryder/AMR_PROJECT/assemblies/11658_4_75.fa,ERZ3165889.51,10447,10705,IncFII(29)_1_pUTI89,1-259/259,===============,0/0,100.0,99.61,plasmidfinder,CP003035,11658_4_75
/home/ryder/AMR_PROJECT/assemblies/11658_4_75.fa,ERZ3165889.61,100,219,ColRNAI_1,13-130/130,.=======/======,2/2,90.77,87.5,plasmidfinder,DQ298019,11658_4_75
/home/ryder/AMR_PROJECT/assemblies/11658_4_75.fa,ERZ3165889.62,1024,1705,IncFIB(AP001918)_1,1-682/682,===============,0/0,100.0,96.63,plasmidfinder,AP001918,11658_4_75
/home/ryder/AMR_PROJECT/assemblies/11658_4_75.fa,ERZ3165889.69,3887,4017,ColRNAI_1,1-130/130,========/======,1/1,100.0,88.55,plasmidfinder,DQ298019,11658_4_75
/home/ryder/AMR_PROJECT/assemblies/11657_5_72.fa,ERZ3165808.122,1556,1815,Col(MG828)_1,1-260/262,===============,0/0,99.24,96.92,plasmidfinder,NC_008486,11657_5_72
/home/ryder/AMR_PROJECT/assemblies/11657_5_72.fa,ERZ3165808.256,65,154,IncQ1_1,361-450/450,............===,0/0,20.0,98.89,plasmidfinder,HE654726,11657_5_72
/home/ryder/AMR_PROJECT/assemblies/11657_5_72.fa,ERZ3165808.49,1936,2617,IncFIB(AP001918)_1,1-682/682,===============,0/0,100.0,97.65,plasmidfinder,AP001918,11657_5_72
/home/ryder/AMR_PROJECT/assemblies/11657_5_72.fa,ERZ3165808.52,13447,13834,IncFIA_1,1-388/388,===============,0/0,100.0,99.74,plasmidfinder,AP001918,11657_5_72
/home/ryder/AMR_PROJECT/assemblies/11657_5_72.fa,ERZ3165808.83,4766,5026,IncFII(pRSB107)_1_pRSB107,1-261/261,===============,0/0,100.0,100.0,plasmidfinder,AJ851089,11657_5_72
/home/ryder/AMR_PROJECT/assemblies/11657_5_72.fa,ERZ3165808.88,3922,4295,IncQ1_1,1-374/450,=============..,0/0,83.11,99.73,plasmidfinder,HE654726,11657_5_72
/home/ryder/AMR_PROJECT/assemblies/11679_5_78.fa,ERZ3166134.22,59903,60667,IncY_1,1-765/765,===============,0/0,100.0,99.08,plasmidfinder,K02380,11679_5_78
/home/ryder/AMR_PROJECT/assemblies/11679_5_78.fa,ERZ3166134.29,12497,12757,IncFII_1,1-261/261,===============,0/0,100.0,100.0,plasmidfinder,AY458016,11679_5_78
/home/ryder/AMR_PROJECT/assemblies/18090_7_31.fa,ERZ3485435.18,60881,61645,IncY_1,1-765/765,===============,0/0,100.0,99.87,plasmidfinder,K02380,18090_7_31
/home/ryder/AMR_PROJECT/assemblies/18090_7_31.fa,ERZ3485435.46,13478,13865,IncFIA_1,1-388/388,===============,0/0,100.0,99.74,plasmidfinder,AP001918,18090_7_31
/home/ryder/AMR_PROJECT/assemblies/18090_7_31.fa,ERZ3485435.48,4469,5150,IncFIB(AP001918)_1,1-682/682,===============,0/0,100.0,98.39,plasmidfinder,AP001918,18090_7_31
/home/ryder/AMR_PROJECT/assemblies/18090_7_31.fa,ERZ3485435.51,80,317,IncFII(pRSB107)_1_pRSB107,1-238/261,==============.,0/0,91.19,100.0,plasmidfinder,AJ851089,18090_7_31
/home/ryder/AMR_PROJECT/assemblies/18090_7_31.fa,ERZ3485435.67,1465,1697,Col(BS512)_1,1-233/233,===============,0/0,100.0,100.0,plasmidfinder,NC_010656,18090_7_31
/home/ryder/AMR_PROJECT/assemblies/18090_7_31.fa,ERZ3485435.67,1769,1961,Col(BS512)_1__NC_010656_dupe,1-193/193,===============,0/0,100.0,98.96,plasmidfinder,,18090_7_31
/home/ryder/AMR_PROJECT/assemblies/11658_6_96.fa,ERZ3166145.55,13447,13834,IncFIA_1,1-388/388,===============,0/0,100.0,99.74,plasmidfinder,AP001918,11658_6_96
/home/ryder/AMR_PROJECT/assemblies/11658_6_96.fa,ERZ3166145.60,8696,9377,IncFIB(AP001918)_1,1-682/682,===============,0/0,100.0,98.39,plasmidfinder,AP001918,11658_6_96
/home/ryder/AMR_PROJECT/assemblies/11658_6_96.fa,ERZ3166145.71,6687,6924,IncFII(pRSB107)_1_pRSB107,1-238/261,==============.,0/0,91.19,97.9,plasmidfinder,AJ851089,11658_6_96
/home/ryder/AMR_PROJECT/assemblies/18090_6_51.fa,ERZ3485729.100,6242,6923,IncFIB(AP001918)_1,1-682/682,===============,0/0,100.0,97.65,plasmidfinder,AP001918,18090_6_51
/home/ryder/AMR_PROJECT/assemblies/18090_6_51.fa,ERZ3485729.117,1433,1563,ColRNAI_1,1-130/130,========/======,1/1,100.0,84.73,plasmidfinder,DQ298019,18090_6_51
/home/ryder/AMR_PROJECT/assemblies/18090_6_51.fa,ERZ3485729.35,17572,17988,IncA/C2_1,1-417/417,===============,0/0,100.0,100.0,plasmidfinder,JN157804,18090_6_51
/home/ryder/AMR_PROJECT/assemblies/18090_6_51.fa,ERZ3485729.48,2699,3195,IncFIC(FII)_1,1-499/499,========/======,1/2,99.6,93.79,plasmidfinder,AP001918,18090_6_51
/home/ryder/AMR_PROJECT/assemblies/18090_6_51.fa,ERZ3485729.65,7166,7416,IncR_1,1-251/251,===============,0/0,100.0,100.0,plasmidfinder,DQ449578,18090_6_51
/home/ryder/AMR_PROJECT/assemblies/18090_6_51.fa,ERZ3485729.65,15356,15493,IncN_1,377-514/514,...........====,0/0,26.85,98.55,plasmidfinder,AY046276,18090_6_51
/home/ryder/AMR_PROJECT/assemblies/18090_6_51.fa,ERZ3485729.93,5094,5467,IncX1_1,1-374/374,===============,0/0,100.0,98.93,plasmidfinder,EU370913,18090_6_51
/home/ryder/AMR_PROJECT/assemblies/11658_6_30.fa,ERZ3164532.23,45157,45653,IncFIC(FII)_1,1-499/499,========/======,1/2,99.6,95.59,plasmidfinder,AP001918,11658_6_30
/home/ryder/AMR_PROJECT/assemblies/11658_6_30.fa,ERZ3164532.33,1902,2583,IncFIB(AP001918)_1,1-682/682,===============,0/0,100.0,98.39,plasmidfinder,AP001918,11658_6_30
/home/ryder/AMR_PROJECT/assemblies/11679_5_24.fa,ERZ3165119.106,2506,2764,IncFII(29)_1_pUTI89,1-259/259,===============,0/0,100.0,100.0,plasmidfinder,CP003035,11679_5_24
/home/ryder/AMR_PROJECT/assemblies/11679_5_24.fa,ERZ3165119.111,4203,4356,Col156_1,1-154/154,===============,0/0,100.0,97.4,plasmidfinder,NC_009781,11679_5_24
/home/ryder/AMR_PROJECT/assemblies/11679_5_24.fa,ERZ3165119.140,517,709,Col(BS512)_1__NC_010656_dupe,1-193/193,===============,0/0,100.0,100.0,plasmidfinder,,11679_5_24
/home/ryder/AMR_PROJECT/assemblies/11679_5_24.fa,ERZ3165119.140,781,1013,Col(BS512)_1,1-233/233,===============,0/0,100.0,100.0,plasmidfinder,NC_010656,11679_5_24
/home/ryder/AMR_PROJECT/assemblies/11679_5_24.fa,ERZ3165119.157,1073,1334,Col(MG828)_1,1-262/262,===============,0/0,100.0,92.37,plasmidfinder,NC_008486,11679_5_24
/home/ryder/AMR_PROJECT/assemblies/11679_5_24.fa,ERZ3165119.71,8114,8795,IncFIB(AP001918)_1,1-682/682,===============,0/0,100.0,96.63,plasmidfinder,AP001918,11679_5_24
/home/ryder/AMR_PROJECT/assemblies/11679_5_24.fa,ERZ3165119.92,6670,6823,Col156_1,1-154/154,===============,0/0,100.0,97.4,plasmidfinder,NC_009781,11679_5_24
/home/ryder/AMR_PROJECT/assemblies/11679_5_24.fa,ERZ3165119.98,2660,2790,ColRNAI_1,1-130/130,========/======,1/1,100.0,87.79,plasmidfinder,DQ298019,11679_5_24
/home/ryder/AMR_PROJECT/assemblies/11679_5_24.fa,ERZ3165119.98,7375,7505,ColRNAI_1,1-130/130,========/======,1/1,100.0,88.55,plasmidfinder,DQ298019,11679_5_24
/home/ryder/AMR_PROJECT/assemblies/11657_5_96.fa,ERZ3166306.25,51868,52139,IncFIC(FII)_1,1-271/499,========/......,1/1,54.31,95.96,plasmidfinder,AP001918,11657_5_96
/home/ryder/AMR_PROJECT/assemblies/11657_5_96.fa,ERZ3166306.47,7420,8101,IncFIB(AP001918)_1,1-682/682,===============,0/0,100.0,98.39,plasmidfinder,AP001918,11657_5_96
/home/ryder/AMR_PROJECT/assemblies/11657_5_76.fa,ERZ3165904.102,5775,5905,ColRNAI_1,1-130/130,========/======,1/1,100.0,88.55,plasmidfinder,DQ298019,11657_5_76
/home/ryder/AMR_PROJECT/assemblies/11657_5_76.fa,ERZ3165904.109,1023,1176,Col156_1,1-154/154,===============,0/0,100.0,94.81,plasmidfinder,NC_009781,11657_5_76
/home/ryder/AMR_PROJECT/assemblies/11657_5_76.fa,ERZ3165904.112,691,810,ColRNAI_1,13-130/130,.=======/======,2/2,90.77,89.17,plasmidfinder,DQ298019,11657_5_76
/home/ryder/AMR_PROJECT/assemblies/11657_5_76.fa,ERZ3165904.121,2182,2333,Col156_1,1-152/154,===============,0/0,98.7,98.03,plasmidfinder,NC_009781,11657_5_76
/home/ryder/AMR_PROJECT/assemblies/11657_5_76.fa,ERZ3165904.144,1806,2065,Col(MG828)_1,1-262/262,========/======,5/6,98.47,85.98,plasmidfinder,NC_008486,11657_5_76
/home/ryder/AMR_PROJECT/assemblies/11657_5_76.fa,ERZ3165904.36,40272,40533,IncFII(pRSB107)_1_pRSB107,1-261/261,========/======,1/1,100.0,96.18,plasmidfinder,AJ851089,11657_5_76
/home/ryder/AMR_PROJECT/assemblies/11657_5_76.fa,ERZ3165904.39,7504,7658,IncB/O/K/Z_2,1-154/160,========/======,1/1,96.25,95.48,plasmidfinder,GU256641,11657_5_76
/home/ryder/AMR_PROJECT/assemblies/11679_5_26.fa,ERZ3165138.30,37718,37978,IncFII_1,1-261/261,===============,0/0,100.0,100.0,plasmidfinder,AY458016,11679_5_26
/home/ryder/AMR_PROJECT/assemblies/11679_5_26.fa,ERZ3165138.61,3557,3710,Col156_1,1-154/154,===============,0/0,100.0,98.7,plasmidfinder,NC_009781,11679_5_26
/home/ryder/AMR_PROJECT/assemblies/11679_5_26.fa,ERZ3165138.75,1024,1705,IncFIB(AP001918)_1,1-682/682,===============,0/0,100.0,96.48,plasmidfinder,AP001918,11679_5_26
/home/ryder/AMR_PROJECT/assemblies/11657_7_6.fa,ERZ3164601.22,6208,6889,IncFIB(AP001918)_1,1-682/682,===============,0/0,100.0,96.63,plasmidfinder,AP001918,11657_7_6
/home/ryder/AMR_PROJECT/assemblies/11657_7_6.fa,ERZ3164601.22,70352,70610,IncFII(29)_1_pUTI89,1-259/259,===============,0/0,100.0,99.61,plasmidfinder,CP003035,11657_7_6
/home/ryder/AMR_PROJECT/assemblies/11657_7_6.fa,ERZ3164601.52,6753,6906,Col156_1,1-154/154,===============,0/0,100.0,98.7,plasmidfinder,NC_009781,11657_7_6
/home/ryder/AMR_PROJECT/assemblies/11657_7_90.fa,ERZ3166230.139,74,204,ColRNAI_1,1-130/130,========/======,1/1,100.0,90.08,plasmidfinder,DQ298019,11657_7_90
/home/ryder/AMR_PROJECT/assemblies/11657_7_90.fa,ERZ3166230.23,60247,60406,IncB/O/K/Z_2,1-160/160,===============,0/0,100.0,99.38,plasmidfinder,GU256641,11657_7_90
/home/ryder/AMR_PROJECT/assemblies/11657_7_90.fa,ERZ3166230.27,51740,52011,IncFIC(FII)_1,1-271/499,========/......,1/1,54.31,95.96,plasmidfinder,AP001918,11657_7_90
/home/ryder/AMR_PROJECT/assemblies/11657_7_90.fa,ERZ3166230.40,1223,1904,IncFIB(AP001918)_1,1-682/682,===============,0/0,100.0,98.39,plasmidfinder,AP001918,11657_7_90
/home/ryder/AMR_PROJECT/assemblies/11657_7_90.fa,ERZ3166230.56,6499,6629,ColRNAI_1,1-130/130,========/======,1/1,100.0,88.55,plasmidfinder,DQ298019,11657_7_90
/home/ryder/AMR_PROJECT/assemblies/11658_4_96.fa,ERZ3166275.23,45537,45795,IncFII(29)_1_pUTI89,1-259/259,===============,0/0,100.0,99.61,plasmidfinder,CP003035,11658_4_96
/home/ryder/AMR_PROJECT/assemblies/11658_4_96.fa,ERZ3166275.31,8426,9107,IncFIB(AP001918)_1,1-682/682,===============,0/0,100.0,96.63,plasmidfinder,AP001918,11658_4_96
/home/ryder/AMR_PROJECT/assemblies/11658_4_96.fa,ERZ3166275.41,3638,3791,Col156_1,1-154/154,===============,0/0,100.0,98.7,plasmidfinder,NC_009781,11658_4_96
/home/ryder/AMR_PROJECT/assemblies/11658_4_96.fa,ERZ3166275.44,2590,2720,ColRNAI_1,1-130/130,========/======,1/1,100.0,87.79,plasmidfinder,DQ298019,11658_4_96
/home/ryder/AMR_PROJECT/assemblies/11658_4_96.fa,ERZ3166275.62,2000,2259,Col(MG828)_1,1-262/262,========/======,5/6,98.47,85.98,plasmidfinder,NC_008486,11658_4_96
/home/ryder/AMR_PROJECT/assemblies/11658_4_96.fa,ERZ3166275.63,38,230,Col(BS512)_1__NC_010656_dupe,1-193/193,===============,0/0,100.0,100.0,plasmidfinder,,11658_4_96
/home/ryder/AMR_PROJECT/assemblies/11658_4_96.fa,ERZ3166275.63,302,531,Col(BS512)_1,1-233/233,========/======,1/3,98.71,78.11,plasmidfinder,NC_010656,11658_4_96
/home/ryder/AMR_PROJECT/assemblies/11658_4_96.fa,ERZ3166275.92,182,443,Col(MG828)_1,1-262/262,===============,0/0,100.0,93.13,plasmidfinder,NC_008486,11658_4_96
/home/ryder/AMR_PROJECT/assemblies/11679_8_1.fa,ERZ3164591.29,17624,17882,IncFII(29)_1_pUTI89,1-259/259,===============,0/0,100.0,99.61,plasmidfinder,CP003035,11679_8_1
/home/ryder/AMR_PROJECT/assemblies/11679_8_1.fa,ERZ3164591.32,28565,29246,IncFIB(AP001918)_1,1-682/682,===============,0/0,100.0,96.63,plasmidfinder,AP001918,11679_8_1
/home/ryder/AMR_PROJECT/assemblies/11679_8_1.fa,ERZ3164591.33,14760,15133,IncX1_1,1-374/374,===============,0/0,100.0,97.86,plasmidfinder,EU370913,11679_8_1
/home/ryder/AMR_PROJECT/assemblies/11679_8_1.fa,ERZ3164591.41,6753,6906,Col156_1,1-154/154,===============,0/0,100.0,98.7,plasmidfinder,NC_009781,11679_8_1
/home/ryder/AMR_PROJECT/assemblies/11658_8_32.fa,ERZ3164427.100,341,840,IncFIC(FII)_1,1-499/499,========/======,5/5,99.6,83.67,plasmidfinder,AP001918,11658_8_32
/home/ryder/AMR_PROJECT/assemblies/11658_8_32.fa,ERZ3164427.104,1,73,ColRNAI_1,1-73/130,=========......,0/0,56.15,91.78,plasmidfinder,DQ298019,11658_8_32
/home/ryder/AMR_PROJECT/assemblies/11658_8_32.fa,ERZ3164427.109,1,84,IncFIC(FII)_1,188-271/499,.....====......,0/0,16.83,96.43,plasmidfinder,AP001918,11658_8_32
/home/ryder/AMR_PROJECT/assemblies/11658_8_32.fa,ERZ3164427.146,502,694,Col(BS512)_1__NC_010656_dupe,1-193/193,===============,0/0,100.0,100.0,plasmidfinder,,11658_8_32
/home/ryder/AMR_PROJECT/assemblies/11658_8_32.fa,ERZ3164427.146,766,998,Col(BS512)_1,1-233/233,===============,0/0,100.0,99.57,plasmidfinder,NC_010656,11658_8_32
/home/ryder/AMR_PROJECT/assemblies/11658_8_32.fa,ERZ3164427.152,945,1137,ColpVC_1,1-193/193,===============,0/0,100.0,99.48,plasmidfinder,JX133088,11658_8_32
/home/ryder/AMR_PROJECT/assemblies/11658_8_32.fa,ERZ3164427.170,1100,1358,Col(MG828)_1,1-260/262,========/======,1/1,98.85,95.39,plasmidfinder,NC_008486,11658_8_32
/home/ryder/AMR_PROJECT/assemblies/11658_8_32.fa,ERZ3164427.206,341,600,IncFII(pCoo)_1_pCoo,1-262/262,========/======,2/4,98.85,95.06,plasmidfinder,CR942285,11658_8_32
/home/ryder/AMR_PROJECT/assemblies/11658_8_32.fa,ERZ3164427.69,4826,5507,IncFIB(AP001918)_1,1-682/682,===============,0/0,100.0,96.63,plasmidfinder,AP001918,11658_8_32
/home/ryder/AMR_PROJECT/assemblies/11658_8_32.fa,ERZ3164427.79,6993,7146,Col156_1,1-154/154,===============,0/0,100.0,96.1,plasmidfinder,NC_009781,11658_8_32
/home/ryder/AMR_PROJECT/assemblies/11658_8_32.fa,ERZ3164427.89,5473,5846,IncX4_1,1-374/374,===============,0/0,100.0,100.0,plasmidfinder,CP002895,11658_8_32
/home/ryder/AMR_PROJECT/assemblies/11658_8_32.fa,ERZ3164427.99,1,73,ColRNAI_1,1-73/130,=========......,0/0,56.15,94.52,plasmidfinder,DQ298019,11658_8_32
/home/ryder/AMR_PROJECT/assemblies/18090_7_55.fa,ERZ3485869.101,1883,2564,IncFIB(AP001918)_1,1-682/682,===============,0/0,100.0,97.65,plasmidfinder,AP001918,18090_7_55
/home/ryder/AMR_PROJECT/assemblies/18090_7_55.fa,ERZ3485869.110,14,144,ColRNAI_1,1-130/130,========/======,1/1,100.0,84.73,plasmidfinder,DQ298019,18090_7_55
/home/ryder/AMR_PROJECT/assemblies/18090_7_55.fa,ERZ3485869.30,2497,2993,IncFIC(FII)_1,1-499/499,========/======,1/2,99.6,93.79,plasmidfinder,AP001918,18090_7_55
/home/ryder/AMR_PROJECT/assemblies/18090_7_55.fa,ERZ3485869.36,23687,24451,IncY_1,1-765/765,===============,0/0,100.0,98.95,plasmidfinder,K02380,18090_7_55
/home/ryder/AMR_PROJECT/assemblies/18090_7_55.fa,ERZ3485869.92,14,144,ColRNAI_1,1-130/130,========/======,1/1,100.0,85.5,plasmidfinder,DQ298019,18090_7_55
/home/ryder/AMR_PROJECT/assemblies/18090_7_55.fa,ERZ3485869.92,2422,2552,ColRNAI_1,1-130/130,========/======,1/1,100.0,85.5,plasmidfinder,DQ298019,18090_7_55
/home/ryder/AMR_PROJECT/assemblies/18090_7_55.fa,ERZ3485869.97,325,774,IncQ1_1,1-450/450,===============,0/0,100.0,100.0,plasmidfinder,HE654726,18090_7_55
/home/ryder/AMR_PROJECT/assemblies/11658_6_4.fa,ERZ3164322.2,61943,62686,pESA2_1,1-743/750,========/======,1/1,99.07,76.48,plasmidfinder,CP000784,11658_6_4
/home/ryder/AMR_PROJECT/assemblies/11679_5_44.fa,ERZ3165612.28,56295,57179,p0111_1,1-885/885,===============,0/0,100.0,99.21,plasmidfinder,AP010962,11679_5_44
/home/ryder/AMR_PROJECT/assemblies/11679_5_44.fa,ERZ3165612.45,4252,4639,IncFIA_1,1-388/388,===============,0/0,100.0,99.74,plasmidfinder,AP001918,11679_5_44
/home/ryder/AMR_PROJECT/assemblies/11679_5_44.fa,ERZ3165612.89,1073,1334,Col(MG828)_1,1-262/262,===============,0/0,100.0,92.75,plasmidfinder,NC_008486,11679_5_44
/home/ryder/AMR_PROJECT/assemblies/11658_5_46.fa,ERZ3164714.45,17385,17885,IncFIC(FII)_1,1-499/499,========/======,4/4,99.8,84.06,plasmidfinder,AP001918,11658_5_46
/home/ryder/AMR_PROJECT/assemblies/11658_5_28.fa,ERZ3164456.49,1981,2241,IncFII_1,1-261/261,===============,0/0,100.0,100.0,plasmidfinder,AY458016,11658_5_28
/home/ryder/AMR_PROJECT/assemblies/11658_5_28.fa,ERZ3164456.61,4251,4638,IncFIA_1,1-388/388,===============,0/0,100.0,99.74,plasmidfinder,AP001918,11658_5_28
/home/ryder/AMR_PROJECT/assemblies/11658_5_28.fa,ERZ3164456.99,1141,1402,Col(MG828)_1,1-262/262,===============,0/0,100.0,92.75,plasmidfinder,NC_008486,11658_5_28
/home/ryder/AMR_PROJECT/assemblies/18090_7_52.fa,ERZ3485719.49,37549,38230,IncFIB(AP001918)_1,1-682/682,===============,0/0,100.0,98.83,plasmidfinder,AP001918,18090_7_52
/home/ryder/AMR_PROJECT/assemblies/18090_7_52.fa,ERZ3485719.67,1869,2365,IncFIC(FII)_1,1-499/499,========/======,1/2,99.6,93.99,plasmidfinder,AP001918,18090_7_52
/home/ryder/AMR_PROJECT/assemblies/18090_7_52.fa,ERZ3485719.76,4259,4387,ColRNAI_1,1-128/130,========/======,4/5,96.92,81.68,plasmidfinder,DQ298019,18090_7_52
/home/ryder/AMR_PROJECT/assemblies/18090_7_52.fa,ERZ3485719.79,299,429,ColRNAI_1,1-130/130,========/======,1/1,100.0,83.97,plasmidfinder,DQ298019,18090_7_52
/home/ryder/AMR_PROJECT/assemblies/18090_7_52.fa,ERZ3485719.91,958,1219,Col(MG828)_1,1-262/262,===============,0/0,100.0,93.51,plasmidfinder,NC_008486,18090_7_52
/home/ryder/AMR_PROJECT/assemblies/11658_3_57.fa,ERZ3165770.27,13885,14143,IncFII(29)_1_pUTI89,1-259/259,===============,0/0,100.0,99.61,plasmidfinder,CP003035,11658_3_57
/home/ryder/AMR_PROJECT/assemblies/11658_3_57.fa,ERZ3165770.31,43262,43416,IncB/O/K/Z_2,1-154/160,========/======,3/3,95.62,94.87,plasmidfinder,GU256641,11658_3_57
/home/ryder/AMR_PROJECT/assemblies/11658_3_57.fa,ERZ3165770.42,8426,9107,IncFIB(AP001918)_1,1-682/682,===============,0/0,100.0,96.63,plasmidfinder,AP001918,11658_3_57
/home/ryder/AMR_PROJECT/assemblies/11658_3_57.fa,ERZ3165770.46,6746,6899,Col156_1,1-154/154,===============,0/0,100.0,98.7,plasmidfinder,NC_009781,11658_3_57
/home/ryder/AMR_PROJECT/assemblies/11658_3_57.fa,ERZ3165770.68,2043,2227,Col(IRGK)_1,1-184/184,========/======,1/1,100.0,97.3,plasmidfinder,AY543071,11658_3_57
/home/ryder/AMR_PROJECT/assemblies/11679_4_54.fa,ERZ3165663.116,1033,1346,IncFIC(FII)_1,188-499/499,.....===/======,4/4,62.32,77.78,plasmidfinder,AP001918,11679_4_54
/home/ryder/AMR_PROJECT/assemblies/11679_4_54.fa,ERZ3165663.146,312,565,IncFIC(FII)_1,1-254/499,========.......,0/0,50.9,95.67,plasmidfinder,AP001918,11679_4_54
/home/ryder/AMR_PROJECT/assemblies/11679_4_54.fa,ERZ3165663.62,1901,2582,IncFIB(AP001918)_1,1-682/682,===============,0/0,100.0,98.39,plasmidfinder,AP001918,11679_4_54
/home/ryder/AMR_PROJECT/assemblies/11679_4_54.fa,ERZ3165663.66,6753,6906,Col156_1,1-154/154,===============,0/0,100.0,98.7,plasmidfinder,NC_009781,11679_4_54
/home/ryder/AMR_PROJECT/assemblies/11679_4_54.fa,ERZ3165663.68,3496,3879,IncFIA_1,5-388/388,===============,0/0,98.97,99.74,plasmidfinder,AP001918,11679_4_54
/home/ryder/AMR_PROJECT/assemblies/11679_4_54.fa,ERZ3165663.86,3549,3660,IncFIC(FII)_1,188-299/499,.....====......,0/0,22.44,89.29,plasmidfinder,AP001918,11679_4_54
/home/ryder/AMR_PROJECT/assemblies/11679_4_82.fa,ERZ3166129.48,530,660,ColRNAI_1,1-130/130,========/======,1/1,100.0,88.55,plasmidfinder,DQ298019,11679_4_82
/home/ryder/AMR_PROJECT/assemblies/11679_4_82.fa,ERZ3166129.56,1,110,ColRNAI_1,22-130/130,..======/======,1/1,83.85,89.09,plasmidfinder,DQ298019,11679_4_82
/home/ryder/AMR_PROJECT/assemblies/11679_4_82.fa,ERZ3166129.66,1240,1501,Col(MG828)_1,1-262/262,===============,0/0,100.0,93.51,plasmidfinder,NC_008486,11679_4_82
/home/ryder/AMR_PROJECT/assemblies/11658_7_41.fa,ERZ3164933.25,6336,6477,IncI1_1_Alpha,1-142/142,===============,0/0,100.0,99.3,plasmidfinder,AP005147,11658_7_41
/home/ryder/AMR_PROJECT/assemblies/11658_7_41.fa,ERZ3164933.38,1830,2090,IncFII_1,1-261/261,===============,0/0,100.0,100.0,plasmidfinder,AY458016,11658_7_41
/home/ryder/AMR_PROJECT/assemblies/11658_7_41.fa,ERZ3164933.70,7420,8101,IncFIB(AP001918)_1,1-682/682,===============,0/0,100.0,98.39,plasmidfinder,AP001918,11658_7_41
/home/ryder/AMR_PROJECT/assemblies/11658_3_59.fa,ERZ3165791.131,1168,1429,Col(MG828)_1,1-262/262,===============,0/0,100.0,91.98,plasmidfinder,NC_008486,11658_3_59
/home/ryder/AMR_PROJECT/assemblies/11658_3_59.fa,ERZ3165791.190,49,306,Col(MG828)_1,1-258/262,===============,0/0,98.47,92.64,plasmidfinder,NC_008486,11658_3_59
