feature,shap_importance,feature_type
ccdB_2,0.0071564266,Novel
group_8890,0.007003577,Novel
marR_*71C,0.0069857957,Tier2
phoP_frameshift_insertion_1bp_pos1189670,0.006966759,Tier2
blaTEM-1C_5,0.006924947,Tier2
parC_Q198K,0.006921288,Tier2
group_14825,0.0068281908,Novel
gyrB_P171S,0.0068123946,Tier2
parE_Y482H,0.006804378,Tier2
phoP_H15Y,0.0065039974,Tier2
gyrB_I792L,0.006390079,Tier2
pmrB_P297A,0.006377163,Tier2
folP_G7R,0.0063313893,Tier2
tolC_*272*,0.0063157077,Tier2
parE_A369T,0.006300421,Tier2
catB3.1,0.006229475,Tier2
gyrB_G284C,0.0060633295,Tier2
gyrA_Y605H,0.0059481263,Tier2
idnT_2,0.005942484,Novel
group_16955,0.0059047868,Novel
gyrA_I578F,0.005621095,Tier2
gyrA_D852Y,0.005586043,Tier2
gyrA_G727R,0.0054788305,Tier2
gyrB_V308F,0.0054427283,Tier2
phoP_L129I,0.0053243204,Tier2
gyrA_D678N,0.005230927,Tier2
parE_L194F,0.0052184924,Tier2
gyrA_P215T,0.0051678712,Tier2
group_187,0.005140615,Novel
phoP_T156P,0.005095042,Tier2
parE_A512T,0.005040375,Tier2
thyA_G197R,0.00498627,Tier2
gyrB_E680K,0.0049241353,Tier2
pemK,0.0048893625,Novel
gyrA_G255S,0.004861061,Tier2
parE_L397F,0.0048347535,Tier2
gyrB_L615F,0.004789827,Tier2
gyrA_D310H,0.0045597465,Tier2
parC_L157V,0.0042393487,Tier2
rpoB_C397R,0.0041157436,Tier2
gyrB_R524C,0.003997417,Tier2
folA_C104R,0.0037623083,Tier2
phoQ_E369K,0.0036818737,Tier2
efeU_2,0.003530873,Novel
ompC_N357K,0.0034276592,Tier2
ompC_V106L,0.003230855,Tier2
ompC_N26Y,0.0032057718,Tier2
soxR_V74L,0.0030941404,Tier2
pmrB_A310T,0.0030262875,Tier2
ftsI_*88Y,0.002507636,Tier2
cro,0.002365596,Novel
aac(6')-Iaf_1,0.0,Tier2
aac(6')-IIc_1,0.0,Tier2
gyrB_H237Y,0.0,Tier2
aac(3)-VIa_1,0.0,Tier2
aac(3)-IVa_1,0.0,Tier2
aac(3)-IIe_1,0.0,Tier2
folP_G250S,0.0,Tier2
aac(6')-Ib_1,0.0,Tier2
aac(3)-IId_1,0.0,Tier2
thyA_D246Y,0.0,Tier2
QnrS4_1,0.0,Tier2
gyrB_A428T,0.0,Tier2
aac(6')Ib-cr_1,0.0,Tier2
aadA13_1,0.0,Tier2
folP_I253F,0.0,Tier2
ampC_G175C,0.0,Tier2
aadA1_2,0.0,Tier2
aadA1_5,0.0,Tier2
aadA22_1,0.0,Tier2
aadA24_1,0.0,Tier2
ampC_S185R,0.0,Tier2
aadA2_2,0.0,Tier2
ampC_E187K,0.0,Tier2
aadA4_1,0.0,Tier2
aadA5_1,0.0,Tier2
aadB_1,0.0,Tier2
aac(3)-IIa_1,0.0,Tier2
ampC_V294L,0.0,Tier2
parC_G508C,0.0,Tier2
qacH,0.0,Tier2
patA,0.0,Tier2
oqxB,0.0,Tier2
oqxA,0.0,Tier2
msbA,0.0,Tier2
QnrB1_1,0.0,Tier2
mphA,0.0,Tier2
gyrB_V325M,0.0,Tier2
mfd,0.0,Tier2
mefB,0.0,Tier2
mdtP,0.0,Tier2
mdtO,0.0,Tier2
mdtN,0.0,Tier2
rpoB_*1094*,0.0,Tier2
mphB,0.0,Tier2
QnrS2_1,0.0,Tier2
QnrS1_1,0.0,Tier2
QnrD_1,0.0,Tier2
QnrB44_1,0.0,Tier2
QnrA1_1,0.0,Tier2
ARR-3_4,0.0,Tier2
vgaC,0.0,Tier2
tolC,0.0,Tier2
rmtB,0.0,Tier2
tetX,0.0,Tier2
tetM,0.0,Tier2
tet(D),0.0,Tier2
gyrA_V146I,0.0,Tier2
sul3,0.0,Tier2
sul2,0.0,Tier2
gyrA_A175S,0.0,Tier2
tolC_*370*,0.0,Tier2
gyrA_V385M,0.0,Tier2
catB4_1,0.0,Tier2
catB3_1,0.0,Tier2
phoQ_V198M,0.0,Tier2
catA2_1,0.0,Tier2
catA1_1,0.0,Tier2
blaTEM-84_1,0.0,Tier2
blaTEM-34_1,0.0,Tier2
blaTEM-30_1,0.0,Tier2
aph(3')-Ia_1,0.0,Tier2
gyrB_I375L,0.0,Tier2
gyrB_R387C,0.0,Tier2
blaTEM-1A_4,0.0,Tier2
blaTEM-190_1,0.0,Tier2
rpsL_V63M,0.0,Tier2
blaTEM-15_1,0.0,Tier2
blaTEM-158_1,0.0,Tier2
blaTEM-135_1,0.0,Tier2
blaTEM-1D_83,0.0,Tier2
erm(B)_18,0.0,Tier2
erm(42)_2,0.0,Tier2
ere(B)_2,0.0,Tier2
ere(A)_2,0.0,Tier2
dfrB1_2,0.0,Tier2
ompC_V117I,0.0,Tier2
dfrA8_1,0.0,Tier2
dfrA7_1,0.0,Tier2
cmlA1_1,0.0,Tier2
dfrA21_1,0.0,Tier2
dfrA1_30,0.0,Tier2
dfrA1_1,0.0,Tier2
dfrA18_1,0.0,Tier2
dfrA17_1,0.0,Tier2
dfrA14_1,0.0,Tier2
dfrA12_1,0.0,Tier2
dfrA10_1,0.0,Tier2
dfrA5_1,0.0,Tier2
blaCTX-M-24_8,0.0,Tier2
blaCTX-M-1_6,0.0,Tier2
blaCTX-M-15_23,0.0,Tier2
blaCTX-M-14b_1,0.0,Tier2
gyrB_Q556K,0.0,Tier2
blaCTX-M-14_1,0.0,Tier2
parE_S458T,0.0,Tier2
blaCMY-42_1,0.0,Tier2
blaTEM-122_1,0.0,Tier2
blaCARB-2_1,0.0,Tier2
parE_N410Y,0.0,Tier2
parE_A406T,0.0,Tier2
aph(4)-Ia_1,0.0,Tier2
aph(3')-Ic_1,0.0,Tier2
mdtL,0.0,Tier2
aph(3')-IIa_1,0.0,Tier2
gyrB_G77C,0.0,Tier2
blaCMY-2_1,0.0,Tier2
blaTEM-110_1,0.0,Tier2
blaTEM-106_1,0.0,Tier2
gyrA_T363S,0.0,Tier2
blaTEM-104_1,0.0,Tier2
blaSHV-2_2,0.0,Tier2
blaSHV-12_1,0.0,Tier2
blaSHV-102_2,0.0,Tier2
blaOXA-9_2,0.0,Tier2
blaCTX-M-27_1,0.0,Tier2
tolC_V104E,0.0,Tier2
blaOXA-10_2,0.0,Tier2
gyrB_S558P,0.0,Tier2
blaNDM-5_1,0.0,Tier2
blaNDM-1_1,0.0,Tier2
blaGES-5_1,0.0,Tier2
blaCTX-M-65_2,0.0,Tier2
blaCTX-M-55_2,0.0,Tier2
blaOXA-2_1,0.0,Tier2
CMY-59,0.0,Tier2
CRP,0.0,Tier2
CTX-M-1,0.0,Tier2
CTX-M-14,0.0,Tier2
aadA22,0.0,Tier2
CTX-M-15,0.0,Tier2
CTX-M-27,0.0,Tier2
mdtA,0.0,Tier2
CTX-M-65,0.0,Tier2
floR_2,0.0,Tier2
CTX-M-9,0.0,Tier2
EreA2,0.0,Tier2
aadA2,0.0,Tier2
aadA17,0.0,Tier2
aadA13,0.0,Tier2
EreB,0.0,Tier2
CTX-M-55,0.0,Tier2
phoQ_E336K,0.0,Tier2
AAC(3)-IIa,0.0,Tier2
acrD,0.0,Tier2
acrB,0.0,Tier2
AAC(3)-IV,0.0,Tier2
AAC(3)-VIa,0.0,Tier2
AAC(6')-IIc,0.0,Tier2
CARB-3,0.0,Tier2
AAC(6')-Iaf,0.0,Tier2
ANT(2'')-Ia,0.0,Tier2
aadA4,0.0,Tier2
APH(3'')-Ib,0.0,Tier2
APH(3')-IIa,0.0,Tier2
aadA25,0.0,Tier2
APH(3')-Ia,0.0,Tier2
APH(4)-Ia,0.0,Tier2
aadA5,0.0,Tier2
NDM-1,0.0,Tier2
NDM-5,0.0,Tier2
SAT-1,0.0,Tier2
OXA-15,0.0,Tier2
QnrS4,0.0,Tier2
OXA-2,0.0,Tier2
OXA-9,0.0,Tier2
aadA12,0.0,Tier2
QnrS2,0.0,Tier2
QnrS1,0.0,Tier2
PmrF,0.0,Tier2
QepA2,0.0,Tier2
QnrD1,0.0,Tier2
QnrB44,0.0,Tier2
QnrA1,0.0,Tier2
QnrB1,0.0,Tier2
PmrC,0.0,Tier2
Erm(42),0.0,Tier2
ErmB,0.0,Tier2
Escherichia_coli_CpxR,0.0,Tier2
Escherichia_coli_LamB,0.0,Tier2
Escherichia_coli_acrA,0.0,Tier2
Escherichia_coli_rob,0.0,Tier2
FosA4,0.0,Tier2
Mrx,0.0,Tier2
FosA7,0.0,Tier2
GES-20,0.0,Tier2
H-NS,0.0,Tier2
YojI,0.0,Tier2
MCR-1,0.0,Tier2
SHV-2,0.0,Tier2
SHV-134,0.0,Tier2
MCR-3,0.0,Tier2
FosA6,0.0,Tier2
evgA,0.0,Tier2
emrY,0.0,Tier2
folP_K279N,0.0,Tier2
emrR,0.0,Tier2
emrK,0.0,Tier2
emrD,0.0,Tier2
emrB,0.0,Tier2
phoP_G24R,0.0,Tier2
dfrB1,0.0,Tier2
dfrA8,0.0,Tier2
dfrA7,0.0,Tier2
dfrA5,0.0,Tier2
dfrA21,0.0,Tier2
dfrA19,0.0,Tier2
gyrA_L326F,0.0,Tier2
phoQ_S187R,0.0,Tier2
emrA,0.0,Tier2
mdtH,0.0,Tier2
mdtG,0.0,Tier2
mdtF,0.0,Tier2
mdtE,0.0,Tier2
mdtC,0.0,Tier2
mdtB,0.0,Tier2
mdfA,0.0,Tier2
phoQ_A341S,0.0,Tier2
lnuG,0.0,Tier2
linG,0.0,Tier2
leuO,0.0,Tier2
kdpE,0.0,Tier2
gadX,0.0,Tier2
gadW,0.0,Tier2
floR,0.0,Tier2
evgS,0.0,Tier2
marA,0.0,Tier2
ampC_V194F,0.0,Tier2
ampC_I300M,0.0,Tier2
gyrB_V122L,0.0,Tier2
tolC_*377*,0.0,Tier2
catB3,0.0,Tier2
baeS,0.0,Tier2
baeR,0.0,Tier2
dfrA17,0.0,Tier2
arr-3,0.0,Tier2
arr-2,0.0,Tier2
acrS,0.0,Tier2
acrF,0.0,Tier2
tolC_E318D,0.0,Tier2
acrE,0.0,Tier2
gyrB_V371M,0.0,Tier2
parC_A533S,0.0,Tier2
bacA,0.0,Tier2
dfrA14,0.0,Tier2
folP_A130V,0.0,Tier2
dfrA12,0.0,Tier2
dfrA10,0.0,Tier2
folP_F28L,0.0,Tier2
parC_M241L,0.0,Tier2
parE_T14S,0.0,Tier2
determinant_of_bleomycin_resistance,0.0,Tier2
gyrA_E505K,0.0,Tier2
marR_R53H,0.0,Tier2
phoQ_A153T,0.0,Tier2
ompF_V314L,0.0,Tier2
gyrB_A408P,0.0,Tier2
cmlA6,0.0,Tier2
rpoB_S148R,0.0,Tier2
cmlA5,0.0,Tier2
catI,0.0,Tier2
cpxA,0.0,Tier2
yfaX1_2,0.0,Novel
group_12668,0.0,Novel
group_7167,0.0,Novel
group_26205,0.0,Novel
group_9492,0.0,Novel
ugpC_2,0.0,Novel
group_19011,0.0,Novel
folP_V216M,0.0,Tier2
yjgB_2,0.0,Novel
ugpB_2,0.0,Novel
group_7948,0.0,Novel
group_14449,0.0,Novel
merA_2,0.0,Novel
group_16762,0.0,Novel
tdcF_2,0.0,Novel
ycjP_2,0.0,Novel
group_25008,0.0,Novel
group_20641,0.0,Novel
psiB_1,0.0,Novel
yggR_2,0.0,Novel
icc_2,0.0,Novel
yjhP,0.0,Novel
group_26203,0.0,Novel
group_5228,0.0,Novel
group_16694,0.0,Novel
group_9491,0.0,Novel
bfpB,0.0,Novel
group_19010,0.0,Novel
group_15757,0.0,Novel
macB_2,0.0,Novel
lolD_3,0.0,Novel
group_19009,0.0,Novel
group_7872,0.0,Novel
traI_1,0.0,Novel
group_25743,0.0,Novel
qnrS4,0.0,Tier2
qnrS2,0.0,Tier2
qnrS1,0.0,Tier2
qnrS,0.0,Tier2
qnrD,0.0,Tier2
qnrB7,0.0,Tier2
qnrB1,0.0,Tier2
qnrA1,0.0,Tier2
group_25010,0.0,Novel
qepA1,0.0,Tier2
qepA,0.0,Tier2
oqxB.1,0.0,Tier2
oqxA.1,0.0,Tier2
mph(B),0.0,Tier2
mph(A),0.0,Tier2
mef(B),0.0,Tier2
mcr-9.1,0.0,Tier2
qepA8,0.0,Tier2
yafB,0.0,Novel
kdgT_2,0.0,Novel
yfdA,0.0,Novel
group_12558,0.0,Novel
parD1,0.0,Novel
tnsB,0.0,Novel
rsvB,0.0,Novel
ugpA_2,0.0,Novel
rmtB1,0.0,Tier2
group_20717,0.0,Novel
intI,0.0,Novel
tet(X4),0.0,Tier2
tet(M),0.0,Tier2
tet(D).1,0.0,Tier2
tet(A).1,0.0,Tier2
sul3.1,0.0,Tier2
sat2,0.0,Tier2
repE,0.0,Novel
parE_V39F,0.0,Tier2
parE_V44L,0.0,Tier2
gyrA_Y100H,0.0,Tier2
marR_A103T,0.0,Tier2
phoP_P206A,0.0,Tier2
rpoB_W623R,0.0,Tier2
thyA_L184F,0.0,Tier2
marR_I137L,0.0,Tier2
sgcQ,0.0,Novel
group_27796,0.0,Novel
group_12627,0.0,Novel
pilS,0.0,Novel
group_10020,0.0,Novel
chpB,0.0,Novel
group_9126,0.0,Novel
group_13334,0.0,Novel
group_24905,0.0,Novel
ampC_T86A,0.0,Tier2
tpd,0.0,Novel
group_13587,0.0,Novel
group_14525,0.0,Novel
group_21232,0.0,Novel
group_21437,0.0,Novel
tniBdelta1,0.0,Novel
group_21468,0.0,Novel
group_11079,0.0,Novel
acrR_L195F,0.0,Tier2
group_13365,0.0,Novel
gyrA_I198L,0.0,Tier2
gyrA_S111P,0.0,Tier2
parE_Q211E,0.0,Tier2
parE_S164R,0.0,Tier2
pmrB_D286G,0.0,Tier2
phoP_Y98H,0.0,Tier2
gyrA_G468R,0.0,Tier2
repA1,0.0,Novel
group_20868,0.0,Novel
yhjV,0.0,Novel
group_8987,0.0,Novel
group_21470,0.0,Novel
group_1405,0.0,Novel
group_14311,0.0,Novel
group_26204,0.0,Novel
group_13519,0.0,Novel
group_18996,0.0,Novel
group_18983,0.0,Novel
rpe_2,0.0,Novel
group_7862,0.0,Novel
gatB_3,0.0,Novel
group_21472,0.0,Novel
group_24407,0.0,Novel
group_6054,0.0,Novel
yagE_3,0.0,Novel
group_26206,0.0,Novel
group_18758,0.0,Novel
group_13266,0.0,Novel
chpS,0.0,Novel
hsdR_3,0.0,Novel
group_24946,0.0,Novel
srnB,0.0,Novel
group_12625,0.0,Novel
group_15851,0.0,Novel
group_17146,0.0,Novel
group_18401,0.0,Novel
group_11236,0.0,Novel
group_8549,0.0,Novel
group_17142,0.0,Novel
deoR_2,0.0,Novel
group_25744,0.0,Novel
group_9996,0.0,Novel
group_14527,0.0,Novel
group_17145,0.0,Novel
aadA4.1,0.0,Tier2
aadA25.1,0.0,Tier2
aadA22.1,0.0,Tier2
aadA2.1,0.0,Tier2
aadA15,0.0,Tier2
aadA13.1,0.0,Tier2
aadA12.1,0.0,Tier2
mcr-3.5,0.0,Tier2
aadA1,0.0,Tier2
aacA16,0.0,Tier2
aac(6')-Ib4,0.0,Tier2
aac(6')-Ib3,0.0,Tier2
aac(6')-Ib-cr5,0.0,Tier2
aac(6')-Ib',0.0,Tier2
aac(6')-Ib,0.0,Tier2
aac(6')-IIc,0.0,Tier2
aadA11,0.0,Tier2
blaCTX-M-182,0.0,Tier2
blaCTX-M-15,0.0,Tier2
blaCTX-M-14,0.0,Tier2
blaCTX-M-1,0.0,Tier2
blaCTX-M,0.0,Tier2
blaCMY-42,0.0,Tier2
blaCMY-2,0.0,Tier2
blaCMY-111,0.0,Tier2
aadA5.1,0.0,Tier2
arr-3.1,0.0,Tier2
arr-2.1,0.0,Tier2
arr,0.0,Tier2
aph(4)-Ia,0.0,Tier2
aph(3')-Ia,0.0,Tier2
aph(3')-IIa,0.0,Tier2
ant(2'')-Ia,0.0,Tier2
acrF.1,0.0,Tier2
blaCARB-2,0.0,Tier2
strA_4,0.0,Tier2
strA_1,0.0,Tier2
rmtB_1,0.0,Tier2
qepA_1,0.0,Tier2
qepA2_1,0.0,Tier2
oqxB_1,0.0,Tier2
oqxA_1,0.0,Tier2
mph(B)_1,0.0,Tier2
aac(3)-VIa,0.0,Tier2
mef(B)_1,0.0,Tier2
mcr-3_1,0.0,Tier2
mcr-1_1,0.0,Tier2
mcr-1.9_1,0.0,Tier2
lnu(F)_1,0.0,Tier2
fosA_3,0.0,Tier2
fosA_14,0.0,Tier2
fosA_10,0.0,Tier2
mph(A)_2,0.0,Tier2
aac(3)-IVa,0.0,Tier2
aac(3)-IIg,0.0,Tier2
aac(3)-IIe,0.0,Tier2
aac(3)-IId,0.0,Tier2
tet(X)_1,0.0,Tier2
tet(M)_8,0.0,Tier2
tet(D)_1,0.0,Tier2
tet(B)_4,0.0,Tier2
strB_1,0.0,Tier2
tet(A)_4,0.0,Tier2
tet(A)_3,0.0,Tier2
sul3_2,0.0,Tier2
sul2_6,0.0,Tier2
sul2_3,0.0,Tier2
sul2_2,0.0,Tier2
sul2_14,0.0,Tier2
sul1_1,0.0,Tier2
tet(B)_3,0.0,Tier2
dfrA8.1,0.0,Tier2
dfrA7.1,0.0,Tier2
dfrA51,0.0,Tier2
dfrA5.1,0.0,Tier2
dfrA4,0.0,Tier2
dfrA36,0.0,Tier2
dfrA29,0.0,Tier2
dfrA21.1,0.0,Tier2
blaCTX-M-191,0.0,Tier2
dfrA17.1,0.0,Tier2
dfrA14.1,0.0,Tier2
dfrA12.1,0.0,Tier2
dfrA10.1,0.0,Tier2
dfrA1,0.0,Tier2
dfrA,0.0,Tier2
cmlA6.1,0.0,Tier2
cmlA5.1,0.0,Tier2
dfrA19.1,0.0,Tier2
mcr-3.4,0.0,Tier2
mcr-3.1,0.0,Tier2
mcr-1.1,0.0,Tier2
lnu(G),0.0,Tier2
lnu(F),0.0,Tier2
fosA7.5,0.0,Tier2
fosA7,0.0,Tier2
fosA5,0.0,Tier2
dfrB1.1,0.0,Tier2
fosA10,0.0,Tier2
fosA,0.0,Tier2
floR.1,0.0,Tier2
erm(B),0.0,Tier2
erm(42),0.0,Tier2
ere(B),0.0,Tier2
ere(A),0.0,Tier2
emrD.1,0.0,Tier2
fosA4,0.0,Tier2
blaSHV-1,0.0,Tier2
blaSHV,0.0,Tier2
blaOXA-9,0.0,Tier2
blaOXA-2,0.0,Tier2
blaOXA-10,0.0,Tier2
blaOXA-1,0.0,Tier2
blaOXA,0.0,Tier2
blaNDM-5,0.0,Tier2
cmlA1,0.0,Tier2
blaLAP-2,0.0,Tier2
blaGES-5,0.0,Tier2
blaEC-5,0.0,Tier2
blaCTX-M-65,0.0,Tier2
blaCTX-M-55,0.0,Tier2
blaCTX-M-27,0.0,Tier2
blaCTX-M-24,0.0,Tier2
blaCTX-M-192,0.0,Tier2
blaNDM-1,0.0,Tier2
catA2,0.0,Tier2
catA1,0.0,Tier2
bleO,0.0,Tier2
ble,0.0,Tier2
blaTEM-9,0.0,Tier2
blaTEM-40,0.0,Tier2
blaTEM-37,0.0,Tier2
blaTEM-35,0.0,Tier2
blaSHV-12,0.0,Tier2
blaTEM-33,0.0,Tier2
blaTEM-31,0.0,Tier2
blaTEM-30,0.0,Tier2
blaTEM-215,0.0,Tier2
blaTEM-15,0.0,Tier2
blaTEM-135,0.0,Tier2
blaTEM,0.0,Tier2
blaSHV-2,0.0,Tier2
blaTEM-34,0.0,Tier2
gyrB_D207Y,0.0,Tier2
thyA_V170F,0.0,Tier2
rpoB_S988R,0.0,Tier2
gyrA_T535S,0.0,Tier2
phoQ_E304K,0.0,Tier2
gyrA_D791Y,0.0,Tier2
gyrB_Q624K,0.0,Tier2
ftsI_W252*,0.0,Tier2
gyrA_T366P,0.0,Tier2
pmrB_T238N,0.0,Tier2
parC_E130K,0.0,Tier2
gyrB_L420M,0.0,Tier2
folP_G31R,0.0,Tier2
pmrB_L228F,0.0,Tier2
ompC_A274T,0.0,Tier2
soxR_L59F,0.0,Tier2
gyrA_I332F,0.0,Tier2
phoQ_E396K,0.0,Tier2
gyrA_A136S,0.0,Tier2
soxR_P38R,0.0,Tier2
ampC_N260T,0.0,Tier2
pmrB_L36V,0.0,Tier2
tolC_S63R,0.0,Tier2
rpsL_G106C,0.0,Tier2
pmrB_D111Y,0.0,Tier2
phoQ_T248S,0.0,Tier2
phoQ_R245G,0.0,Tier2
gyrB_L422M,0.0,Tier2
phoQ_L114M,0.0,Tier2
ompF_T298S,0.0,Tier2
gyrA_L489F,0.0,Tier2
phoQ_N117H,0.0,Tier2
gyrA_I379F,0.0,Tier2
gyrA_D800H,0.0,Tier2
gyrA_V307L,0.0,Tier2
robA_P176T,0.0,Tier2
ompF_N264H,0.0,Tier2
ampC_Q269E,0.0,Tier2
ompF_E306Q,0.0,Tier2
ompC_V106M,0.0,Tier2
phoP_D58Y,0.0,Tier2
rpoB_S1222R,0.0,Tier2
ompC_V127L,0.0,Tier2
parC_R43G,0.0,Tier2
ompC_G211R,0.0,Tier2
gyrA_L492V,0.0,Tier2
folP_G124C,0.0,Tier2
robA_L178F,0.0,Tier2
robA_P172T,0.0,Tier2
gyrA_K603E,0.0,Tier2
robA_A203S,0.0,Tier2
robA_N182H,0.0,Tier2
thyA_T114S,0.0,Tier2
folP_K146E,0.0,Tier2
pmrB_N145Y,0.0,Tier2
parE_R303C,0.0,Tier2
tolC_M264I,0.0,Tier2
pmrB_P273T,0.0,Tier2
robA_Q20*,0.0,Tier2
robA_Y198H,0.0,Tier2
gyrA_N621Y,0.0,Tier2
ompC_G362R,0.0,Tier2
gyrB_S70P,0.0,Tier2
gyrA_D429Y,0.0,Tier2
gyrB_D622H,0.0,Tier2
pmrB_G320R,0.0,Tier2
robA_T213S,0.0,Tier2
rpoB_L253F,0.0,Tier2
ompC_frameshift_insertion_2bp_pos2295555,0.0,Tier2
phoQ_E381K,0.0,Tier2
ompC_N88S,0.0,Tier2
