feature,shap_importance,feature_type
intI,0.022977475,Novel
phoP_T156P,0.022973914,Tier2
robA_T213P,0.022838851,Tier2
yiaM_1,0.022779964,Novel
group_1857,0.022548161,Novel
group_5988,0.022393579,Novel
pemK,0.022342436,Novel
pemI,0.021488719,Novel
blaTEM-1C_5,0.02088439,Tier2
group_15362,0.02065982,Novel
sul1.1,0.020646472,Tier2
sul2_3,0.020357149,Tier2
gyrB_A796S,0.019989066,Tier2
APH(6)-Id,0.019538714,Tier2
robA_E195K,0.01874551,Tier2
tamB,0.018653981,Novel
parC_E84V,0.018599305,Tier2
group_11114,0.0185199,Novel
acrR_E121D,0.018517686,Tier2
parE_H462Y,0.018354382,Tier2
group_20717,0.018012896,Novel
parE_V450F,0.017863452,Tier2
group_3308,0.01781262,Novel
robA_T132S,0.017664768,Tier2
tnsB,0.017367613,Novel
ftsI_L192F,0.017331615,Tier2
parE_V118M,0.01725806,Tier2
group_16694,0.017149111,Novel
gyrA_G597R,0.01714425,Tier2
ompC_T324S,0.017073853,Tier2
phoQ_R236C,0.016749403,Tier2
phoQ_E473K,0.016681967,Tier2
gyrB_R524C,0.016613353,Tier2
gyrB_D210Y,0.016610792,Tier2
group_8141,0.016371233,Novel
gyrA_Y605H,0.016303483,Tier2
folP_E73A,0.016129753,Tier2
parE_Q360K,0.016053122,Tier2
mphA,0.016005365,Tier2
group_8774,0.016003227,Novel
gyrB_T292S,0.0158935,Tier2
mdtM,0.015835509,Tier2
dfrA17_1,0.0153073585,Tier2
ampC_A19P,0.014942124,Tier2
gyrA_D310H,0.014356363,Tier2
rsvB,0.013936193,Novel
APH(3'')-Ib,0.0138915945,Tier2
dfrA1_1,0.013885144,Tier2
blaOXA-1_1,0.013731065,Tier2
parC_K247E,0.013490512,Tier2
ampC_D367A,0.013442636,Tier2
gyrB_G684R,0.013437031,Tier2
blaTEM-1A_4,0.013424425,Tier2
group_17292,0.013089113,Novel
gyrA_V361M,0.013060555,Tier2
parC_A194P,0.01291973,Tier2
ompC_T348P,0.012871088,Tier2
mph(A)_2,0.012703605,Tier2
parC_L689F,0.012698493,Tier2
sul2,0.012624765,Tier2
group_15552,0.012580471,Novel
parE_L288F,0.0124464985,Tier2
AAC(3)-IIa,0.012241002,Tier2
gyrB_S70P,0.012212089,Tier2
rpoB_S988R,0.012127514,Tier2
blaTEM,0.0119786095,Tier2
pmrB_G320R,0.01193858,Tier2
thyA_P254T,0.011914459,Tier2
parC_L157V,0.01190197,Tier2
phoP_L129I,0.011897315,Tier2
gyrB_A384S,0.011865369,Tier2
parC_E568K,0.011760156,Tier2
sul1_2,0.011521884,Tier2
pmrB_P297A,0.011449991,Tier2
aadA,0.0113989655,Tier2
group_3820,0.011289019,Novel
gyrA_T654A,0.01124676,Tier2
gyrA_T658P,0.011092477,Tier2
gyrB_A224T,0.011056246,Tier2
parC_T623S,0.011006818,Tier2
ompC_Q70K,0.010964002,Tier2
evgS,0.010951385,Tier2
parC_I555L,0.010915677,Tier2
phoP_P45S,0.0108927805,Tier2
ampC_S298I,0.01082486,Tier2
parC_G528R,0.010785114,Tier2
ampC_D304G,0.010782999,Tier2
group_16994,0.010764713,Novel
phoQ_K172E,0.010695018,Tier2
folP_V244F,0.010300858,Tier2
parE_Q341E,0.010268529,Tier2
CTX-M-15,0.010246618,Tier2
parC_S80C,0.010214097,Tier2
phoP_Y179H,0.010196943,Tier2
parE_N446Y,0.0101245,Tier2
gyrA_G151C,0.010092487,Tier2
group_2063,0.009995776,Novel
group_13890,0.009673755,Novel
gyrA_D429Y,0.009610072,Tier2
group_3257,0.009467042,Novel
group_8907,0.009437498,Novel
gyrA_Q749E,0.009413213,Tier2
phoP_S187C,0.009223814,Tier2
aph(3'')-Ib,0.009213075,Tier2
phoQ_A482T,0.009129303,Tier2
ompC_T155P,0.009090111,Tier2
group_5971,0.009003021,Novel
parE_A491S,0.008892366,Tier2
parE_L391M,0.0088710515,Tier2
parE_A369T,0.008861158,Tier2
folP_K146E,0.00882787,Tier2
icc_2,0.008757392,Novel
parC_Q152K,0.008688702,Tier2
PmrE,0.00854442,Tier2
yggM,0.008468965,Novel
folP_A151P,0.008425802,Tier2
parC_Q198K,0.008377943,Tier2
parD1,0.008300111,Novel
sopA,0.008244539,Novel
pmrB_L36V,0.008171177,Tier2
group_8981,0.008126821,Novel
gyrA_D791Y,0.008093281,Tier2
vapB_1,0.00803415,Novel
group_7872,0.008025938,Novel
phoQ_V373F,0.007941993,Tier2
gyrA_A610S,0.007841653,Tier2
strB_1,0.007703358,Tier2
tet(D).1,0.0075965472,Tier2
group_8208,0.007566838,Novel
rpoB_N283K,0.007487773,Tier2
sul2.1,0.007419003,Tier2
APH(3')-Ia,0.007192471,Tier2
phoQ_R6H,0.00714174,Tier2
group_8965,0.00699525,Novel
group_24946,0.006940571,Novel
gyrB_G211C,0.006901179,Tier2
SAT-1,0.006871443,Tier2
dfrA14,0.006787265,Tier2
gyrA_I578F,0.0067584417,Tier2
parE_R575C,0.006741941,Tier2
parC_G685R,0.0067286594,Tier2
chpB,0.0067212684,Novel
gyrB_V453F,0.0066362126,Tier2
ompC_G60C,0.0064728567,Tier2
phoQ_L333F,0.006462649,Tier2
parC_A471G,0.006361933,Tier2
gyrA_V85F,0.006328729,Tier2
ccdB_2,0.0062754476,Novel
ompC_V106M,0.006250561,Tier2
gyrB_A152S,0.0062404154,Tier2
rpoB_H579Q,0.006221121,Tier2
robA_L251F,0.0062172688,Tier2
group_18595,0.0062130797,Novel
Q,0.00620086,Novel
folP_S94A,0.006139359,Tier2
ompC_Q196E,0.0061365454,Tier2
parC_R354C,0.0061319526,Tier2
robA_A272T,0.006069422,Tier2
Mrx,0.0060026697,Tier2
ftsI_*88Y,0.005928325,Tier2
robA_A91S,0.005830793,Tier2
parE_F354L,0.0057904376,Tier2
pmrB_R96G,0.0057707685,Tier2
robA_Q20*,0.005750907,Tier2
folP_G7R,0.0057176757,Tier2
ompC_G211R,0.0057096696,Tier2
aadA1_1,0.0056802486,Tier2
soxR_L59F,0.005650663,Tier2
folP_A128T,0.005618559,Tier2
group_1405,0.0055740047,Novel
parE_N104H,0.005553965,Tier2
group_6217,0.005543401,Novel
tolC_C349*,0.005493424,Tier2
group_24893,0.0054928693,Novel
pmrB_I21F,0.0054759113,Tier2
pmrB_R313S,0.0054563936,Tier2
gyrB_D639Y,0.005400158,Tier2
phoP_L176I,0.0053668017,Tier2
parE_D289Y,0.0053156666,Tier2
gyrA_L317F,0.005297908,Tier2
parE_S347A,0.0052757785,Tier2
ompC_V201F,0.0052590617,Tier2
group_18588,0.0052203126,Novel
soxR_C148*,0.0052174726,Tier2
parE_G276C,0.005168124,Tier2
parE_V319L,0.004938097,Tier2
gyrA_L424V,0.0047532264,Tier2
gyrB_T175S,0.0047318665,Tier2
parC_Q91E,0.0046957084,Tier2
gyrA_D294Y,0.0046879933,Tier2
group_8987,0.004684903,Novel
parC_V544L,0.0044764685,Tier2
parE_R72S,0.0043930016,Tier2
ampC_V225L,0.0043347124,Tier2
ampC_V46M,0.0042953375,Tier2
tet(D),0.0042888066,Tier2
gyrB_A397T,0.0042345133,Tier2
tolC_H150Q,0.0042083617,Tier2
gyrB_Q624K,0.004144647,Tier2
dfrA17.1,0.0041287816,Tier2
folP_I117F,0.0040924796,Tier2
aac(3)-IId_1,0.003981729,Tier2
group_5473,0.0039649867,Novel
gyrA_D678N,0.0039381394,Tier2
gyrB_G733C,0.003936508,Tier2
ompF_D149Y,0.0039264853,Tier2
catI,0.0039105657,Tier2
aadA1,0.0038958418,Tier2
parE_P439A,0.003875477,Tier2
folP_A247S,0.0038458675,Tier2
robA_A203T,0.003845618,Tier2
parC_L133M,0.003844677,Tier2
group_14350,0.0038096535,Novel
phoP_D29Y,0.0038094483,Tier2
parC_P675A,0.0038069591,Tier2
ompC_V127L,0.0038043729,Tier2
ompC_Y119H,0.0038023784,Tier2
aadA5,0.0037898584,Tier2
tolC_Q473H,0.0037499135,Tier2
gyrA_Y100H,0.0036853196,Tier2
blaSHV-102_2,0.003645444,Tier2
gyrA_A136S,0.0036130184,Tier2
ompF_G141R,0.0035744605,Tier2
dfrA17,0.0035693357,Tier2
gyrB_V308F,0.0035481832,Tier2
gyrA_S810T,0.003424773,Tier2
robA_P176T,0.003373119,Tier2
ompC_G203S,0.0033342552,Tier2
gyrA_I332F,0.0033212444,Tier2
parE_A457P,0.0033114322,Tier2
repE,0.003240948,Novel
tet(D)_1,0.0032172487,Tier2
parE_V126L,0.0032111078,Tier2
ugpA_2,0.003161815,Novel
parE_N281H,0.0031200333,Tier2
rpoB_Q380H,0.0031120244,Tier2
aadA5_1,0.0030834607,Tier2
rpoB_*887Y,0.0030427051,Tier2
group_9126,0.0029895813,Novel
dfrA5,0.00292635,Tier2
parC_R361*,0.0028431052,Tier2
thyA_T114S,0.002811936,Tier2
dfrA1_30,0.0027948513,Tier2
group_7283,0.002779522,Novel
V,0.002760493,Novel
rpoB_H345Q,0.0027043193,Tier2
parC_R43G,0.0026008282,Tier2
ampC_Q269E,0.002513725,Tier2
gyrA_G468R,0.0024875996,Tier2
gyrA_A412T,0.002477506,Tier2
aph(3')-Ia_1,0.0024706977,Tier2
aadA5.1,0.0023419263,Tier2
acrR_N98K,0.0023384122,Tier2
parC_N363Y,0.0023377612,Tier2
gyrA_T586P,0.0023324147,Tier2
yjgB_2,0.0022006384,Novel
group_5169,0.0021505863,Novel
acrR_L195F,0.002111003,Tier2
parE_V44L,0.0020991897,Tier2
parE_R303C,0.0019739603,Tier2
ftsI_S164R,0.001972055,Tier2
vapC_2,0.0019711014,Novel
parE_L194F,0.001936761,Tier2
thyA_N211Y,0.0018998024,Tier2
group_20920,0.0018918235,Novel
ftsI_W322*,0.0018485894,Tier2
group_14153,0.0018425588,Novel
parE_D403H,0.001825582,Tier2
gyrA_P608T,0.0018247179,Tier2
group_13231,0.0018087999,Novel
group_16946,0.0017792676,Novel
folP_G124C,0.0017150698,Tier2
tolC_H248Q,0.0014545909,Tier2
gyrA_L463F,0.001445368,Tier2
ampC_T332A,0.0013813656,Tier2
gyrB_A705T,0.0013584322,Tier2
ampC_P229T,0.0013559809,Tier2
group_14311,0.0010877862,Novel
phoP_N69Y,0.0009017469,Tier2
blaCMY-2_1,0.0,Tier2
dfrB1_2,0.0,Tier2
dfrA8_1,0.0,Tier2
aadA1_5,0.0,Tier2
aadA22_1,0.0,Tier2
dfrA21_1,0.0,Tier2
aadA24_1,0.0,Tier2
aadA2_2,0.0,Tier2
aph(4)-Ia_1,0.0,Tier2
dfrA7_1,0.0,Tier2
phoQ_T47P,0.0,Tier2
aph(3')-Ic_1,0.0,Tier2
aadA4_1,0.0,Tier2
aadA1_2,0.0,Tier2
dfrA5_1,0.0,Tier2
aadB_1,0.0,Tier2
aph(3')-IIa_1,0.0,Tier2
blaCARB-2_1,0.0,Tier2
tetX,0.0,Tier2
tolC,0.0,Tier2
vgaC,0.0,Tier2
erm(B)_18,0.0,Tier2
ARR-3_4,0.0,Tier2
QnrA1_1,0.0,Tier2
erm(42)_2,0.0,Tier2
QnrB1_1,0.0,Tier2
QnrB44_1,0.0,Tier2
QnrD_1,0.0,Tier2
mph(B)_1,0.0,Tier2
QnrS1_1,0.0,Tier2
ere(B)_2,0.0,Tier2
aac(6')Ib-cr_1,0.0,Tier2
QnrS4_1,0.0,Tier2
aac(3)-IIa_1,0.0,Tier2
ere(A)_2,0.0,Tier2
aac(3)-IIe_1,0.0,Tier2
aac(3)-IVa_1,0.0,Tier2
aac(3)-VIa_1,0.0,Tier2
aac(6')-IIc_1,0.0,Tier2
aac(6')-Iaf_1,0.0,Tier2
floR_2,0.0,Tier2
aac(6')-Ib_1,0.0,Tier2
blaCMY-42_1,0.0,Tier2
aadA13_1,0.0,Tier2
gyrB_E711K,0.0,Tier2
QnrS2_1,0.0,Tier2
blaOXA-2_1,0.0,Tier2
blaOXA-9_2,0.0,Tier2
catA1_1,0.0,Tier2
blaSHV-12_1,0.0,Tier2
blaTEM-84_1,0.0,Tier2
blaSHV-2_2,0.0,Tier2
blaTEM-104_1,0.0,Tier2
blaTEM-106_1,0.0,Tier2
blaTEM-110_1,0.0,Tier2
blaTEM-122_1,0.0,Tier2
blaTEM-135_1,0.0,Tier2
dfrA18_1,0.0,Tier2
fosA_3,0.0,Tier2
blaTEM-30_1,0.0,Tier2
mcr-1_1,0.0,Tier2
mcr-1.9_1,0.0,Tier2
blaTEM-158_1,0.0,Tier2
lnu(F)_1,0.0,Tier2
blaTEM-15_1,0.0,Tier2
blaTEM-190_1,0.0,Tier2
blaTEM-1D_83,0.0,Tier2
phoQ_L19M,0.0,Tier2
phoQ_V35F,0.0,Tier2
phoQ_A23T,0.0,Tier2
blaTEM-34_1,0.0,Tier2
blaCTX-M-14_1,0.0,Tier2
fosA_10,0.0,Tier2
blaCTX-M-14b_1,0.0,Tier2
blaCTX-M-15_23,0.0,Tier2
gyrB_P171T,0.0,Tier2
ftsI_F332V,0.0,Tier2
blaCTX-M-1_6,0.0,Tier2
blaCTX-M-24_8,0.0,Tier2
blaCTX-M-27_1,0.0,Tier2
blaCTX-M-55_2,0.0,Tier2
blaCTX-M-65_2,0.0,Tier2
dfrA14_1,0.0,Tier2
catA2_1,0.0,Tier2
blaGES-5_1,0.0,Tier2
dfrA10_1,0.0,Tier2
blaNDM-1_1,0.0,Tier2
blaNDM-5_1,0.0,Tier2
cmlA1_1,0.0,Tier2
blaOXA-10_2,0.0,Tier2
mef(B)_1,0.0,Tier2
catB4_1,0.0,Tier2
mcr-3_1,0.0,Tier2
phoP_P55S,0.0,Tier2
catB3_1,0.0,Tier2
fosA_14,0.0,Tier2
dfrA12_1,0.0,Tier2
NDM-1,0.0,Tier2
NDM-5,0.0,Tier2
parE_S493P,0.0,Tier2
OXA-15,0.0,Tier2
OXA-2,0.0,Tier2
OXA-9,0.0,Tier2
PmrC,0.0,Tier2
parE_D530H,0.0,Tier2
PmrF,0.0,Tier2
QepA2,0.0,Tier2
QnrA1,0.0,Tier2
QnrB1,0.0,Tier2
QnrB44,0.0,Tier2
QnrD1,0.0,Tier2
QnrS1,0.0,Tier2
gadW,0.0,Tier2
QnrS4,0.0,Tier2
parE_V521F,0.0,Tier2
ampC_N201Y,0.0,Tier2
SHV-134,0.0,Tier2
SHV-2,0.0,Tier2
ampC_N214H,0.0,Tier2
YojI,0.0,Tier2
ampC_V225M,0.0,Tier2
aadA12,0.0,Tier2
aadA13,0.0,Tier2
aadA17,0.0,Tier2
aadA2,0.0,Tier2
aadA22,0.0,Tier2
aadA25,0.0,Tier2
aadA4,0.0,Tier2
QnrS2,0.0,Tier2
AAC(6')-Iaf,0.0,Tier2
ANT(2'')-Ia,0.0,Tier2
gyrB_L173F,0.0,Tier2
APH(3')-IIa,0.0,Tier2
gyrB_S334T,0.0,Tier2
APH(4)-Ia,0.0,Tier2
parE_K484E,0.0,Tier2
CARB-3,0.0,Tier2
CMY-59,0.0,Tier2
CRP,0.0,Tier2
CTX-M-1,0.0,Tier2
CTX-M-14,0.0,Tier2
parE_L488V,0.0,Tier2
CTX-M-27,0.0,Tier2
CTX-M-55,0.0,Tier2
ampC_G284C,0.0,Tier2
MCR-3,0.0,Tier2
MCR-1,0.0,Tier2
H-NS,0.0,Tier2
GES-20,0.0,Tier2
FosA7,0.0,Tier2
FosA6,0.0,Tier2
FosA4,0.0,Tier2
CTX-M-65,0.0,Tier2
Escherichia_coli_acrA,0.0,Tier2
Escherichia_coli_LamB,0.0,Tier2
Escherichia_coli_CpxR,0.0,Tier2
ErmB,0.0,Tier2
Erm(42),0.0,Tier2
EreB,0.0,Tier2
EreA2,0.0,Tier2
CTX-M-9,0.0,Tier2
Escherichia_coli_rob,0.0,Tier2
leuO,0.0,Tier2
linG,0.0,Tier2
lnuG,0.0,Tier2
marA,0.0,Tier2
mdfA,0.0,Tier2
mdtA,0.0,Tier2
mdtB,0.0,Tier2
mdtC,0.0,Tier2
mdtE,0.0,Tier2
mdtF,0.0,Tier2
mdtG,0.0,Tier2
mdtH,0.0,Tier2
mdtL,0.0,Tier2
thyA_P104A,0.0,Tier2
mdtN,0.0,Tier2
acrB,0.0,Tier2
mdtP,0.0,Tier2
mefB,0.0,Tier2
mfd,0.0,Tier2
mphB,0.0,Tier2
msbA,0.0,Tier2
oqxA,0.0,Tier2
oqxB,0.0,Tier2
patA,0.0,Tier2
qacH,0.0,Tier2
rmtB,0.0,Tier2
phoP_S137P,0.0,Tier2
parE_A512T,0.0,Tier2
sul3,0.0,Tier2
parE_E335K,0.0,Tier2
tetM,0.0,Tier2
mdtO,0.0,Tier2
acrD,0.0,Tier2
acrE,0.0,Tier2
acrF,0.0,Tier2
acrS,0.0,Tier2
arr-2,0.0,Tier2
arr-3,0.0,Tier2
bacA,0.0,Tier2
baeR,0.0,Tier2
baeS,0.0,Tier2
catB3,0.0,Tier2
cmlA5,0.0,Tier2
cmlA6,0.0,Tier2
cpxA,0.0,Tier2
determinant_of_bleomycin_resistance,0.0,Tier2
dfrA10,0.0,Tier2
kdpE,0.0,Tier2
gadX,0.0,Tier2
oqxA_1,0.0,Tier2
floR,0.0,Tier2
evgA,0.0,Tier2
emrY,0.0,Tier2
emrR,0.0,Tier2
emrK,0.0,Tier2
dfrA12,0.0,Tier2
emrB,0.0,Tier2
emrA,0.0,Tier2
dfrB1,0.0,Tier2
dfrA8,0.0,Tier2
gyrA_V815M,0.0,Tier2
dfrA21,0.0,Tier2
dfrA19,0.0,Tier2
gyrA_T632P,0.0,Tier2
emrD,0.0,Tier2
sul3.1,0.0,Tier2
parC_R296C,0.0,Tier2
tet(B),0.0,Tier2
tolC_C401R,0.0,Tier2
tet(M),0.0,Tier2
tet(X4),0.0,Tier2
group_12558,0.0,Novel
parE_R178*,0.0,Tier2
ugpC_2,0.0,Novel
tolC_Q113H,0.0,Tier2
folP_N115H,0.0,Tier2
yfaX1_2,0.0,Novel
group_25010,0.0,Novel
tdcF_2,0.0,Novel
aadA2.1,0.0,Tier2
ugpB_2,0.0,Novel
tolC_S124R,0.0,Tier2
ycjP_2,0.0,Novel
group_25008,0.0,Novel
group_7167,0.0,Novel
gyrB_T754P,0.0,Tier2
parE_V130M,0.0,Tier2
parE_L270V,0.0,Tier2
tolC_C91R,0.0,Tier2
gyrA_P636A,0.0,Tier2
gyrB_T245P,0.0,Tier2
rpoB_*717Y,0.0,Tier2
gyrA_V240M,0.0,Tier2
group_13266,0.0,Novel
gyrA_G255S,0.0,Tier2
kdgT_2,0.0,Novel
fosA4,0.0,Tier2
fosA5,0.0,Tier2
fosA7,0.0,Tier2
fosA7.5,0.0,Tier2
lnu(F),0.0,Tier2
lnu(G),0.0,Tier2
mcr-1.1,0.0,Tier2
mcr-3.1,0.0,Tier2
mcr-3.4,0.0,Tier2
mcr-3.5,0.0,Tier2
mcr-9.1,0.0,Tier2
gyrA_R725C,0.0,Tier2
mef(B),0.0,Tier2
mph(A),0.0,Tier2
gyrA_G727R,0.0,Tier2
oqxA.1,0.0,Tier2
oqxB.1,0.0,Tier2
qepA,0.0,Tier2
qepA1,0.0,Tier2
qepA8,0.0,Tier2
qnrA1,0.0,Tier2
qnrB1,0.0,Tier2
qnrB7,0.0,Tier2
qnrD,0.0,Tier2
qnrS,0.0,Tier2
qnrS1,0.0,Tier2
qnrS2,0.0,Tier2
qnrS4,0.0,Tier2
rmtB1,0.0,Tier2
sat2,0.0,Tier2
mph(B),0.0,Tier2
group_24894,0.0,Novel
group_13360,0.0,Novel
group_20916,0.0,Novel
group_16986,0.0,Novel
group_4066,0.0,Novel
ftsI_H425Q,0.0,Tier2
phoP_P206A,0.0,Tier2
marR_A103T,0.0,Tier2
parE_V39F,0.0,Tier2
phoP_Y98H,0.0,Tier2
pmrB_D286G,0.0,Tier2
parE_S164R,0.0,Tier2
parE_Q211E,0.0,Tier2
phoQ_S349A,0.0,Tier2
parC_R710C,0.0,Tier2
parE_N208H,0.0,Tier2
thyA_L184F,0.0,Tier2
marR_I137L,0.0,Tier2
group_16989,0.0,Novel
robA_L279V,0.0,Tier2
gyrA_R91C,0.0,Tier2
group_9009,0.0,Novel
gyrA_S111P,0.0,Tier2
gyrA_I198L,0.0,Tier2
ampC_A356S,0.0,Tier2
ampC_T86A,0.0,Tier2
group_11798,0.0,Novel
rpoB_W623R,0.0,Tier2
group_14352,0.0,Novel
folA_N101K,0.0,Tier2
parE_N299H,0.0,Tier2
yfdA,0.0,Novel
pmrB_H5R,0.0,Tier2
group_24905,0.0,Novel
parC_L714F,0.0,Tier2
soxR_V74L,0.0,Tier2
group_13365,0.0,Novel
group_10372,0.0,Novel
parE_A383S,0.0,Tier2
folA_Q49H,0.0,Tier2
parE_G244R,0.0,Tier2
group_18547,0.0,Novel
ftsI_*314*,0.0,Tier2
rpoB_Q1003H,0.0,Tier2
soxR_L57F,0.0,Tier2
group_20918,0.0,Novel
parE_T333P,0.0,Tier2
ompF_V40L,0.0,Tier2
folA_C104R,0.0,Tier2
parE_T161P,0.0,Tier2
ftsI_*143*,0.0,Tier2
ilvB,0.0,Novel
group_187,0.0,Novel
chpS,0.0,Novel
gyrB_L615F,0.0,Tier2
group_16563,0.0,Novel
gyrB_S759R,0.0,Tier2
parE_P234T,0.0,Tier2
thyA_Q39E,0.0,Tier2
D_1,0.0,Novel
group_15548,0.0,Novel
ampC_T129P,0.0,Tier2
aacA16,0.0,Tier2
aadA11,0.0,Tier2
aadA12.1,0.0,Tier2
aadA13.1,0.0,Tier2
aadA15,0.0,Tier2
AAC(6')-IIc,0.0,Tier2
aadA22.1,0.0,Tier2
aadA25.1,0.0,Tier2
aadA4.1,0.0,Tier2
acrF.1,0.0,Tier2
ant(2'')-Ia,0.0,Tier2
parE_Y482H,0.0,Tier2
aph(3')-IIa,0.0,Tier2
aph(3')-Ia,0.0,Tier2
fosA10,0.0,Tier2
aph(6)-Id,0.0,Tier2
arr,0.0,Tier2
arr-2.1,0.0,Tier2
arr-3.1,0.0,Tier2
blaCARB-2,0.0,Tier2
blaCMY-111,0.0,Tier2
blaCMY-2,0.0,Tier2
blaCMY-42,0.0,Tier2
blaCTX-M,0.0,Tier2
blaCTX-M-1,0.0,Tier2
blaCTX-M-14,0.0,Tier2
blaCTX-M-15,0.0,Tier2
blaCTX-M-182,0.0,Tier2
blaCTX-M-191,0.0,Tier2
blaCTX-M-192,0.0,Tier2
aph(4)-Ia,0.0,Tier2
oqxB_1,0.0,Tier2
qepA2_1,0.0,Tier2
qepA_1,0.0,Tier2
rmtB_1,0.0,Tier2
strA_1,0.0,Tier2
gyrB_G475C,0.0,Tier2
parE_D408Y,0.0,Tier2
sul1_1,0.0,Tier2
ompF_F45L,0.0,Tier2
sul2_14,0.0,Tier2
parC_D475N,0.0,Tier2
rpoB_M1214I,0.0,Tier2
sul2_6,0.0,Tier2
sul3_2,0.0,Tier2
aac(6')-Ib4,0.0,Tier2
tolC_R233S,0.0,Tier2
tet(B)_3,0.0,Tier2
thyA_F62L,0.0,Tier2
tet(M)_8,0.0,Tier2
tet(X)_1,0.0,Tier2
aac(3)-IId,0.0,Tier2
aac(3)-IIe,0.0,Tier2
aac(3)-IIg,0.0,Tier2
aac(3)-IVa,0.0,Tier2
aac(3)-VIa,0.0,Tier2
aac(6')-IIc,0.0,Tier2
aac(6')-Ib,0.0,Tier2
aac(6')-Ib',0.0,Tier2
aac(6')-Ib-cr5,0.0,Tier2
aac(6')-Ib3,0.0,Tier2
tet(A)_3,0.0,Tier2
ble,0.0,Tier2
bleO,0.0,Tier2
catA1,0.0,Tier2
catA2,0.0,Tier2
catB3.1,0.0,Tier2
cmlA1,0.0,Tier2
cmlA5.1,0.0,Tier2
cmlA6.1,0.0,Tier2
dfrA,0.0,Tier2
thyA_G251S,0.0,Tier2
dfrA10.1,0.0,Tier2
dfrA12.1,0.0,Tier2
dfrA14.1,0.0,Tier2
dfrA19.1,0.0,Tier2
blaCTX-M-24,0.0,Tier2
dfrA29,0.0,Tier2
dfrA36,0.0,Tier2
dfrA4,0.0,Tier2
dfrA5.1,0.0,Tier2
dfrA51,0.0,Tier2
dfrA7.1,0.0,Tier2
dfrA8.1,0.0,Tier2
dfrB1.1,0.0,Tier2
emrD.1,0.0,Tier2
ere(A),0.0,Tier2
ere(B),0.0,Tier2
erm(42),0.0,Tier2
erm(B),0.0,Tier2
floR.1,0.0,Tier2
fosA,0.0,Tier2
dfrA21.1,0.0,Tier2
blaCTX-M-27,0.0,Tier2
blaCTX-M-55,0.0,Tier2
blaCTX-M-65,0.0,Tier2
blaEC,0.0,Tier2
blaEC-5,0.0,Tier2
blaGES-5,0.0,Tier2
blaLAP-2,0.0,Tier2
blaNDM-1,0.0,Tier2
blaNDM-5,0.0,Tier2
blaOXA,0.0,Tier2
robA_E193K,0.0,Tier2
blaOXA-10,0.0,Tier2
blaOXA-2,0.0,Tier2
blaOXA-9,0.0,Tier2
blaTEM-9,0.0,Tier2
blaSHV-1,0.0,Tier2
blaSHV-12,0.0,Tier2
blaSHV-2,0.0,Tier2
