feature,shap_importance,feature_type
phoQ_E473K,0.017510947,Tier2+Tier1B
gyrA_T658P,0.01746487,Tier2+Tier1B
robA_A91S,0.017449588,Tier2+Tier1B
tet(B),0.01729086,Tier2+Tier1B
resA,0.017265804,Novel
group_2371,0.017123016,Novel
pmrB_L132V,0.017108547,Tier2+Tier1B
group_13334,0.01686207,Novel
parE_R178*,0.016474897,Tier2+Tier1B
sppA_2,0.01646937,Novel
tolC_*272*,0.016367953,Tier2+Tier1B
parE_A457P,0.016153963,Tier2+Tier1B
robA_T132S,0.016111556,Tier2+Tier1B
parE_A383S,0.015958363,Tier2+Tier1B
parE_V76M,0.015838657,Tier2+Tier1B
tolC_H248Q,0.015591274,Tier2+Tier1B
parC_R43G,0.015586055,Tier2+Tier1B
blaOXA-1_1,0.015510679,Tier2+Tier1B
fimA_2,0.0151097905,Novel
ampC_D304G,0.014952844,Tier2+Tier1B
phoP_N69Y,0.014895184,Tier2+Tier1B
kil2,0.014727406,Novel
gyrA_D429Y,0.014675644,Tier2+Tier1B
group_16694,0.014379661,Novel
gyrA_R615C,0.014048292,Tier2+Tier1B
agp_2,0.014045735,Novel
group_11443,0.013911725,Novel
aadA1,0.01375708,Tier2+Tier1B
folP_G7R,0.013407086,Tier2+Tier1B
marR_V3E,0.013282981,Tier2+Tier1B
ampC_V46M,0.013266582,Tier2+Tier1B
gyrB_S464P,0.013255101,Tier2+Tier1B
gyrB_A152S,0.013181134,Tier2+Tier1B
gyrA_A610S,0.013162021,Tier2+Tier1B
phoP_T156P,0.012896765,Tier2+Tier1B
group_9108,0.012516651,Novel
ftsI_*88Y,0.012505573,Tier2+Tier1B
merR,0.012372407,Tier2+Tier1B
parC_L689F,0.012219205,Tier2+Tier1B
yfeA,0.012085664,Novel
pemK,0.012034096,Novel
phoQ_T84A,0.011897557,Tier2+Tier1B
gyrB_A705T,0.01188676,Tier2+Tier1B
parE_N104H,0.011827678,Tier2+Tier1B
repA1,0.011510721,Novel
emrE,0.0114506865,Tier2+Tier1B
ftsI_H345Q,0.011344673,Tier2+Tier1B
folP_K146E,0.011161866,Tier2+Tier1B
uhpC,0.011015931,Novel
merC,0.010992901,Tier2+Tier1B
parE_N446Y,0.010978098,Tier2+Tier1B
gyrB_V651L,0.010868706,Tier2+Tier1B
group_16994,0.010816582,Novel
ulaC_2,0.0106341215,Novel
robA_E195K,0.010475258,Tier2+Tier1B
gyrA_P35A,0.010473062,Tier2+Tier1B
group_3714,0.010287929,Novel
gyrA_T654S,0.01021132,Tier2+Tier1B
parC_G528R,0.010142834,Tier2+Tier1B
group_15370,0.010134103,Novel
ccdB_2,0.01012994,Novel
gyrA_P215T,0.010100811,Tier2+Tier1B
gyrB_D74Y,0.010086573,Tier2+Tier1B
robA_P176T,0.0099403,Tier2+Tier1B
nqrC,0.00993329,Novel
yiaO_1,0.00989665,Novel
ppsE_2,0.009721148,Novel
thyA_P104A,0.009676627,Tier2+Tier1B
group_21171,0.009646285,Novel
intI,0.00961947,Novel
folP_A151P,0.009498209,Tier2+Tier1B
group_13714,0.009267903,Novel
group_6217,0.009144821,Novel
APH(6)-Id,0.00900583,Tier2+Tier1B
thyA_T114S,0.008935422,Tier2+Tier1B
acrR_*73Y,0.00885168,Tier2+Tier1B
group_7688,0.008783773,Novel
group_9126,0.008593641,Novel
parE_L397F,0.008533964,Tier2+Tier1B
yjhG,0.008376623,Novel
group_13333,0.0083653405,Novel
folP_R235C,0.008316408,Tier2+Tier1B
group_14166,0.008269547,Novel
nmpC_1,0.008158833,Novel
pmrB_S192C,0.008063875,Tier2+Tier1B
phoQ_T47P,0.0080389595,Tier2+Tier1B
ydeH_2,0.007987769,Novel
chpS,0.007903455,Novel
SHV-102,0.00771902,Tier2+Tier1B
yjhP,0.0077066296,Novel
group_15763,0.007641992,Novel
prsE_2,0.0075256783,Novel
gyrB_E711K,0.007384368,Tier2+Tier1B
gyrB_L615F,0.007380802,Tier2+Tier1B
gyrA_G727R,0.0073015764,Tier2+Tier1B
group_18374,0.006997486,Novel
phoP_frameshift_insertion_1bp_pos1189670,0.0069907405,Tier2+Tier1B
marR_*71C,0.0069277813,Tier2+Tier1B
gyrB_A384S,0.0068527814,Tier2+Tier1B
group_6768,0.006765373,Novel
gyrA_E507K,0.006747089,Tier2+Tier1B
ampC_S298I,0.006654417,Tier2+Tier1B
group_12049,0.0065442785,Novel
phoP_G53*,0.0065037035,Tier2+Tier1B
parC_T202S,0.0064493995,Tier2+Tier1B
robA_T213P,0.0063517056,Tier2+Tier1B
gyrB_I792L,0.0063317553,Tier2+Tier1B
mdtM,0.0063256915,Tier2+Tier1B
phoP_L176I,0.0061998433,Tier2+Tier1B
kfoC,0.006195507,Novel
vapB_2,0.006162449,Novel
yhdJ_2,0.0061384873,Novel
cro,0.0061165225,Novel
parC_E130K,0.0060494253,Tier2+Tier1B
parE_R378C,0.0060091433,Tier2+Tier1B
phoQ_R6H,0.005978271,Tier2+Tier1B
folA_S76R,0.0059634037,Tier2+Tier1B
catB3.1,0.005907442,Tier2+Tier1B
phoP_S187C,0.005858094,Tier2+Tier1B
tycC_1,0.0056481524,Novel
tet(A),0.0056193187,Tier2+Tier1B
robA_T213S,0.005572541,Tier2+Tier1B
yhjV,0.005557624,Novel
group_16955,0.0055559925,Novel
yjgN,0.0055463123,Novel
group_26358,0.005510028,Novel
group_3274,0.0054111285,Novel
robA_L251F,0.0053847753,Tier2+Tier1B
deoR_2,0.005321101,Novel
ftsI_D384E,0.0051808194,Tier2+Tier1B
siaT,0.0051706065,Novel
group_8478,0.0051598195,Novel
gatB_3,0.0049625295,Novel
parE_V118M,0.0049111615,Tier2+Tier1B
group_10683,0.0048898584,Novel
group_13719,0.0048513017,Novel
pmrB_A291P,0.004717315,Tier2+Tier1B
phoP_L129I,0.004678231,Tier2+Tier1B
blaEC-5,0.004667418,Tier2+Tier1B
siaP,0.004542409,Novel
blaEC,0.00441993,Tier2+Tier1B
sul1_2,0.004394524,Tier2+Tier1B
nanA1,0.004305282,Novel
ompC_Y119H,0.0040467926,Tier2+Tier1B
gyrA_E662K,0.003978089,Tier2+Tier1B
lolD_3,0.003955506,Novel
neuB,0.003841728,Novel
dfrA1,0.003818467,Tier2+Tier1B
ompF_V40L,0.0038082253,Tier2+Tier1B
ybl149,0.003662381,Novel
tolC_Q473H,0.0035443872,Tier2+Tier1B
rpoB_S1222R,0.0034653132,Tier2+Tier1B
ompC_V106L,0.0032836695,Tier2+Tier1B
parC_G107C,0.003237295,Tier2+Tier1B
rpoB_Q380H,0.0031966025,Tier2+Tier1B
thyA_G251S,0.0031869242,Tier2+Tier1B
tamB,0.0031645852,Novel
ompC_A274T,0.0030810994,Tier2+Tier1B
parC_Q198K,0.0030730136,Tier2+Tier1B
efeU_2,0.0030673398,Novel
gyrA_T586P,0.0030478807,Tier2+Tier1B
group_6873,0.0029319974,Novel
ompC_N47K,0.0027382222,Tier2+Tier1B
ampC_G222R,0.0025954985,Tier2+Tier1B
pmrB_P273T,0.0021820609,Tier2+Tier1B
mgrB_V8A,0.0,Tier2+Tier1B
ftsI_R233S,0.0,Tier2+Tier1B
ompF_A215P,0.0,Tier2+Tier1B
ompF_G172C,0.0,Tier2+Tier1B
parE_G50R,0.0,Tier2+Tier1B
silP,0.0,Tier2+Tier1B
silR,0.0,Tier2+Tier1B
silS,0.0,Tier2+Tier1B
merA,0.0,Tier2+Tier1B
merB,0.0,Tier2+Tier1B
group_3326,0.0,Novel
merE,0.0,Tier2+Tier1B
merF,0.0,Tier2+Tier1B
merP,0.0,Tier2+Tier1B
merT,0.0,Tier2+Tier1B
ncrA,0.0,Tier2+Tier1B
ncrB,0.0,Tier2+Tier1B
ncrC,0.0,Tier2+Tier1B
pcoA,0.0,Tier2+Tier1B
merD,0.0,Tier2+Tier1B
group_8657,0.0,Novel
pemI,0.0,Novel
pcoE,0.0,Tier2+Tier1B
pcoR,0.0,Tier2+Tier1B
pcoS,0.0,Tier2+Tier1B
psi-GI,0.0,Tier2+Tier1B
qacE,0.0,Tier2+Tier1B
qacEdelta1,0.0,Tier2+Tier1B
qacL,0.0,Tier2+Tier1B
shsP,0.0,Tier2+Tier1B
silA,0.0,Tier2+Tier1B
ompF_Q222E,0.0,Tier2+Tier1B
silC,0.0,Tier2+Tier1B
silE,0.0,Tier2+Tier1B
silF,0.0,Tier2+Tier1B
gyrA_D678N,0.0,Tier2+Tier1B
pmrB_H119Y,0.0,Tier2+Tier1B
gyrA_A421S,0.0,Tier2+Tier1B
gyrA_V248M,0.0,Tier2+Tier1B
soxR_C148*,0.0,Tier2+Tier1B
parE_Q148K,0.0,Tier2+Tier1B
gyrA_T519P,0.0,Tier2+Tier1B
ftsI_S366R,0.0,Tier2+Tier1B
silB,0.0,Tier2+Tier1B
qnrS,0.0,Tier2+Tier1B
qnrS1,0.0,Tier2+Tier1B
qnrS2,0.0,Tier2+Tier1B
qnrS4,0.0,Tier2+Tier1B
rmtB1,0.0,Tier2+Tier1B
sat2,0.0,Tier2+Tier1B
sul1.1,0.0,Tier2+Tier1B
fosA10,0.0,Tier2+Tier1B
fosA4,0.0,Tier2+Tier1B
fosA5,0.0,Tier2+Tier1B
fosA7,0.0,Tier2+Tier1B
pcoB,0.0,Tier2+Tier1B
lnu(F),0.0,Tier2+Tier1B
lnu(G),0.0,Tier2+Tier1B
mcr-1.1,0.0,Tier2+Tier1B
mcr-3.1,0.0,Tier2+Tier1B
mcr-3.4,0.0,Tier2+Tier1B
mcr-3.5,0.0,Tier2+Tier1B
mcr-9.1,0.0,Tier2+Tier1B
mdtM.1,0.0,Tier2+Tier1B
mef(B),0.0,Tier2+Tier1B
mph(A),0.0,Tier2+Tier1B
mph(B),0.0,Tier2+Tier1B
fosA7.5,0.0,Tier2+Tier1B
pcoC,0.0,Tier2+Tier1B
pcoD,0.0,Tier2+Tier1B
sul3.1,0.0,Tier2+Tier1B
tet(A).1,0.0,Tier2+Tier1B
tet(D).1,0.0,Tier2+Tier1B
tet(M),0.0,Tier2+Tier1B
tet(X4),0.0,Tier2+Tier1B
ariR,0.0,Tier2+Tier1B
arsA,0.0,Tier2+Tier1B
arsD,0.0,Tier2+Tier1B
arsR,0.0,Tier2+Tier1B
qnrD,0.0,Tier2+Tier1B
hdeD-GI,0.0,Tier2+Tier1B
hsp20,0.0,Tier2+Tier1B
kefB-GI,0.0,Tier2+Tier1B
oqxA.1,0.0,Tier2+Tier1B
oqxB.1,0.0,Tier2+Tier1B
qepA,0.0,Tier2+Tier1B
qepA1,0.0,Tier2+Tier1B
qepA8,0.0,Tier2+Tier1B
qnrA1,0.0,Tier2+Tier1B
qnrB1,0.0,Tier2+Tier1B
qnrB7,0.0,Tier2+Tier1B
clpK,0.0,Tier2+Tier1B
pmrB_P297A,0.0,Tier2+Tier1B
group_19067,0.0,Novel
group_19071,0.0,Novel
group_7948,0.0,Novel
ugpB_2,0.0,Novel
group_2358,0.0,Novel
group_18621,0.0,Novel
cbrB,0.0,Novel
yjgB_2,0.0,Novel
ygfI2,0.0,Novel
katG,0.0,Novel
yfdX2,0.0,Tier2+Tier1B
group_12286,0.0,Novel
group_19011,0.0,Novel
group_24328,0.0,Novel
argI,0.0,Novel
ybaM,0.0,Novel
ycjP_2,0.0,Novel
group_15783,0.0,Novel
tdcF_2,0.0,Novel
group_16762,0.0,Novel
group_14958,0.0,Novel
yjgL_2,0.0,Novel
group_25008,0.0,Novel
group_25849,0.0,Novel
group_13671,0.0,Novel
mhpC,0.0,Novel
group_15621,0.0,Novel
ugpC_2,0.0,Novel
group_20087,0.0,Novel
mhpD,0.0,Novel
group_9492,0.0,Novel
group_26205,0.0,Novel
arcB_2,0.0,Novel
group_7167,0.0,Novel
ampC_N201Y,0.0,Tier2+Tier1B
group_12668,0.0,Novel
gyrA_L543F,0.0,Tier2+Tier1B
gyrA_A523S,0.0,Tier2+Tier1B
parE_E335K,0.0,Tier2+Tier1B
parE_A512T,0.0,Tier2+Tier1B
phoP_S137P,0.0,Tier2+Tier1B
parE_S347A,0.0,Tier2+Tier1B
gyrA_V815M,0.0,Tier2+Tier1B
gyrA_T632P,0.0,Tier2+Tier1B
ampC_V225M,0.0,Tier2+Tier1B
ampC_N214H,0.0,Tier2+Tier1B
group_9853,0.0,Novel
parC_I228F,0.0,Tier2+Tier1B
gyrA_G547C,0.0,Tier2+Tier1B
phoQ_L257F,0.0,Tier2+Tier1B
gyrB_G540C,0.0,Tier2+Tier1B
yafB,0.0,Novel
group_25010,0.0,Novel
urf2,0.0,Novel
yedA_2,0.0,Novel
group_20717,0.0,Novel
repE,0.0,Novel
ugpA_2,0.0,Novel
merA_2,0.0,Novel
tnsB,0.0,Novel
group_5885,0.0,Novel
terB,0.0,Tier2+Tier1B
terC,0.0,Tier2+Tier1B
terD,0.0,Tier2+Tier1B
terE,0.0,Tier2+Tier1B
terW,0.0,Tier2+Tier1B
terZ,0.0,Tier2+Tier1B
trxLHR,0.0,Tier2+Tier1B
yfdX1,0.0,Tier2+Tier1B
dfrA21.1,0.0,Tier2+Tier1B
rsvB,0.0,Novel
group_14449,0.0,Novel
argR_2,0.0,Novel
group_21010,0.0,Novel
parD1,0.0,Novel
group_15443,0.0,Novel
group_14300,0.0,Novel
group_12558,0.0,Novel
yfdA,0.0,Novel
kdgT_2,0.0,Novel
group_24752,0.0,Novel
arcA_2,0.0,Novel
gyrA_I485F,0.0,Tier2+Tier1B
parE_A61P,0.0,Tier2+Tier1B
parE_P196A,0.0,Tier2+Tier1B
gyrB_E680K,0.0,Tier2+Tier1B
parE_A491S,0.0,Tier2+Tier1B
ampC_G284C,0.0,Tier2+Tier1B
parE_L488V,0.0,Tier2+Tier1B
parE_K484E,0.0,Tier2+Tier1B
gyrB_S334T,0.0,Tier2+Tier1B
gyrB_L173F,0.0,Tier2+Tier1B
parE_A467S,0.0,Tier2+Tier1B
parE_P558T,0.0,Tier2+Tier1B
dppA_1,0.0,Novel
gyrA_R722C,0.0,Tier2+Tier1B
gyrB_R524C,0.0,Tier2+Tier1B
pmrB_R313S,0.0,Tier2+Tier1B
acrR_N98K,0.0,Tier2+Tier1B
pmrB_E126*,0.0,Tier2+Tier1B
pmrB_V80F,0.0,Tier2+Tier1B
pmrB_R96S,0.0,Tier2+Tier1B
sul2_6,0.0,Tier2+Tier1B
sul3_2,0.0,Tier2+Tier1B
tet(A)_3,0.0,Tier2+Tier1B
dfrA29,0.0,Tier2+Tier1B
ere(A)_2,0.0,Tier2+Tier1B
ere(B)_2,0.0,Tier2+Tier1B
erm(42)_2,0.0,Tier2+Tier1B
erm(B)_18,0.0,Tier2+Tier1B
floR_2,0.0,Tier2+Tier1B
fosA_10,0.0,Tier2+Tier1B
fosA_14,0.0,Tier2+Tier1B
fosA_3,0.0,Tier2+Tier1B
lnu(F)_1,0.0,Tier2+Tier1B
mcr-1.9_1,0.0,Tier2+Tier1B
mcr-1_1,0.0,Tier2+Tier1B
dfrB1_2,0.0,Tier2+Tier1B
aac(3)-IIg,0.0,Tier2+Tier1B
aac(3)-IVa,0.0,Tier2+Tier1B
aac(3)-VIa,0.0,Tier2+Tier1B
aac(6')-IIc,0.0,Tier2+Tier1B
aac(6')-Ib,0.0,Tier2+Tier1B
aac(6')-Ib',0.0,Tier2+Tier1B
aac(6')-Ib-cr5,0.0,Tier2+Tier1B
aac(6')-Ib3,0.0,Tier2+Tier1B
oqxA_1,0.0,Tier2+Tier1B
oqxB_1,0.0,Tier2+Tier1B
qepA2_1,0.0,Tier2+Tier1B
parC_G685R,0.0,Tier2+Tier1B
rmtB_1,0.0,Tier2+Tier1B
strA_1,0.0,Tier2+Tier1B
strA_4,0.0,Tier2+Tier1B
strB_1,0.0,Tier2+Tier1B
sul1_1,0.0,Tier2+Tier1B
sul2_14,0.0,Tier2+Tier1B
sul2_2,0.0,Tier2+Tier1B
sul2_3,0.0,Tier2+Tier1B
gyrA_L824F,0.0,Tier2+Tier1B
gyrA_V822M,0.0,Tier2+Tier1B
gyrA_E626K,0.0,Tier2+Tier1B
qepA_1,0.0,Tier2+Tier1B
blaTEM-135_1,0.0,Tier2+Tier1B
blaTEM-158_1,0.0,Tier2+Tier1B
blaTEM-15_1,0.0,Tier2+Tier1B
blaTEM-190_1,0.0,Tier2+Tier1B
blaTEM-1A_4,0.0,Tier2+Tier1B
blaTEM-1C_5,0.0,Tier2+Tier1B
blaTEM-1D_83,0.0,Tier2+Tier1B
blaTEM-30_1,0.0,Tier2+Tier1B
blaTEM-34_1,0.0,Tier2+Tier1B
blaTEM-84_1,0.0,Tier2+Tier1B
blaCTX-M-14b_1,0.0,Tier2+Tier1B
mcr-3_1,0.0,Tier2+Tier1B
blaCTX-M-1_6,0.0,Tier2+Tier1B
blaCTX-M-24_8,0.0,Tier2+Tier1B
blaCTX-M-27_1,0.0,Tier2+Tier1B
blaCTX-M-55_2,0.0,Tier2+Tier1B
blaCTX-M-65_2,0.0,Tier2+Tier1B
blaGES-5_1,0.0,Tier2+Tier1B
blaNDM-1_1,0.0,Tier2+Tier1B
blaNDM-5_1,0.0,Tier2+Tier1B
blaOXA-10_2,0.0,Tier2+Tier1B
blaOXA-2_1,0.0,Tier2+Tier1B
blaOXA-9_2,0.0,Tier2+Tier1B
blaCTX-M-15_23,0.0,Tier2+Tier1B
mef(B)_1,0.0,Tier2+Tier1B
mph(A)_2,0.0,Tier2+Tier1B
mph(B)_1,0.0,Tier2+Tier1B
catA1_1,0.0,Tier2+Tier1B
catA2_1,0.0,Tier2+Tier1B
catB3_1,0.0,Tier2+Tier1B
catB4_1,0.0,Tier2+Tier1B
cmlA1_1,0.0,Tier2+Tier1B
dfrA10_1,0.0,Tier2+Tier1B
dfrA12_1,0.0,Tier2+Tier1B
dfrA14_1,0.0,Tier2+Tier1B
blaTEM-122_1,0.0,Tier2+Tier1B
dfrA18_1,0.0,Tier2+Tier1B
dfrA1_1,0.0,Tier2+Tier1B
dfrA1_30,0.0,Tier2+Tier1B
dfrA21_1,0.0,Tier2+Tier1B
dfrA5_1,0.0,Tier2+Tier1B
dfrA7_1,0.0,Tier2+Tier1B
dfrA8_1,0.0,Tier2+Tier1B
blaSHV-2_2,0.0,Tier2+Tier1B
blaTEM-104_1,0.0,Tier2+Tier1B
blaTEM-106_1,0.0,Tier2+Tier1B
blaTEM-110_1,0.0,Tier2+Tier1B
dfrA17_1,0.0,Tier2+Tier1B
dfrA10.1,0.0,Tier2+Tier1B
dfrA12.1,0.0,Tier2+Tier1B
dfrA14.1,0.0,Tier2+Tier1B
dfrA17.1,0.0,Tier2+Tier1B
dfrA19.1,0.0,Tier2+Tier1B
blaSHV,0.0,Tier2+Tier1B
blaSHV-1,0.0,Tier2+Tier1B
blaSHV-12,0.0,Tier2+Tier1B
blaSHV-2,0.0,Tier2+Tier1B
blaTEM,0.0,Tier2+Tier1B
aac(3)-IIe,0.0,Tier2+Tier1B
blaTEM-15,0.0,Tier2+Tier1B
blaTEM-215,0.0,Tier2+Tier1B
blaTEM-30,0.0,Tier2+Tier1B
blaTEM-31,0.0,Tier2+Tier1B
blaTEM-33,0.0,Tier2+Tier1B
blaTEM-34,0.0,Tier2+Tier1B
blaTEM-35,0.0,Tier2+Tier1B
blaTEM-37,0.0,Tier2+Tier1B
blaTEM-40,0.0,Tier2+Tier1B
blaCTX-M-192,0.0,Tier2+Tier1B
blaCTX-M-24,0.0,Tier2+Tier1B
blaTEM-135,0.0,Tier2+Tier1B
yrhB,0.0,Novel
dfrA36,0.0,Tier2+Tier1B
dfrA4,0.0,Tier2+Tier1B
dfrA5.1,0.0,Tier2+Tier1B
dfrA51,0.0,Tier2+Tier1B
dfrA7.1,0.0,Tier2+Tier1B
dfrA8.1,0.0,Tier2+Tier1B
dfrB1.1,0.0,Tier2+Tier1B
emrD.1,0.0,Tier2+Tier1B
ere(A),0.0,Tier2+Tier1B
ere(B),0.0,Tier2+Tier1B
dfrA,0.0,Tier2+Tier1B
erm(B),0.0,Tier2+Tier1B
floR.1,0.0,Tier2+Tier1B
fosA,0.0,Tier2+Tier1B
blaTEM-9,0.0,Tier2+Tier1B
ble,0.0,Tier2+Tier1B
bleO,0.0,Tier2+Tier1B
catA1,0.0,Tier2+Tier1B
catA2,0.0,Tier2+Tier1B
cmlA1,0.0,Tier2+Tier1B
cmlA5.1,0.0,Tier2+Tier1B
cmlA6.1,0.0,Tier2+Tier1B
erm(42),0.0,Tier2+Tier1B
blaCTX-M-182,0.0,Tier2+Tier1B
blaCTX-M-191,0.0,Tier2+Tier1B
aac(6')-Ib4,0.0,Tier2+Tier1B
aacA16,0.0,Tier2+Tier1B
aadA11,0.0,Tier2+Tier1B
aadA12.1,0.0,Tier2+Tier1B
aadA13.1,0.0,Tier2+Tier1B
aadA15,0.0,Tier2+Tier1B
aadA2.1,0.0,Tier2+Tier1B
aadA22.1,0.0,Tier2+Tier1B
aadA25.1,0.0,Tier2+Tier1B
blaCTX-M-27,0.0,Tier2+Tier1B
aadA5.1,0.0,Tier2+Tier1B
acrF.1,0.0,Tier2+Tier1B
ant(2'')-Ia,0.0,Tier2+Tier1B
aph(3')-IIa,0.0,Tier2+Tier1B
tet(A)_4,0.0,Tier2+Tier1B
tet(B)_3,0.0,Tier2+Tier1B
tet(B)_4,0.0,Tier2+Tier1B
tet(D)_1,0.0,Tier2+Tier1B
tet(M)_8,0.0,Tier2+Tier1B
tet(X)_1,0.0,Tier2+Tier1B
aac(3)-IId,0.0,Tier2+Tier1B
aadA4.1,0.0,Tier2+Tier1B
blaCTX-M-55,0.0,Tier2+Tier1B
blaCTX-M-65,0.0,Tier2+Tier1B
blaGES-5,0.0,Tier2+Tier1B
blaLAP-2,0.0,Tier2+Tier1B
blaNDM-1,0.0,Tier2+Tier1B
blaNDM-5,0.0,Tier2+Tier1B
blaOXA,0.0,Tier2+Tier1B
blaOXA-1,0.0,Tier2+Tier1B
blaOXA-10,0.0,Tier2+Tier1B
blaOXA-2,0.0,Tier2+Tier1B
blaOXA-9,0.0,Tier2+Tier1B
blaCTX-M-15,0.0,Tier2+Tier1B
aph(4)-Ia,0.0,Tier2+Tier1B
arr,0.0,Tier2+Tier1B
arr-2.1,0.0,Tier2+Tier1B
arr-3.1,0.0,Tier2+Tier1B
blaCARB-2,0.0,Tier2+Tier1B
blaCMY-111,0.0,Tier2+Tier1B
blaCMY-2,0.0,Tier2+Tier1B
blaCMY-42,0.0,Tier2+Tier1B
blaCTX-M,0.0,Tier2+Tier1B
blaCTX-M-1,0.0,Tier2+Tier1B
blaCTX-M-14,0.0,Tier2+Tier1B
aph(3')-Ia,0.0,Tier2+Tier1B
group_15881,0.0,Novel
cox,0.0,Novel
group_21560,0.0,Novel
rfaB,0.0,Novel
group_21468,0.0,Novel
group_26377,0.0,Novel
group_26376,0.0,Novel
group_12219,0.0,Novel
group_27796,0.0,Novel
group_19060,0.0,Novel
yggM,0.0,Novel
group_14906,0.0,Novel
bglH_2,0.0,Novel
dnaB_2,0.0,Novel
group_12357,0.0,Novel
htrE_2,0.0,Novel
group_24445,0.0,Novel
group_29799,0.0,Novel
gyrA_Q749E,0.0,Tier2+Tier1B
ampC_T332A,0.0,Tier2+Tier1B
gyrB_S759R,0.0,Tier2+Tier1B
parC_S658R,0.0,Tier2+Tier1B
gemA,0.0,Novel
group_17581,0.0,Novel
group_20930,0.0,Novel
group_15886,0.0,Novel
group_12614,0.0,Novel
group_44579,0.0,Novel
group_21548,0.0,Novel
tniBdelta1,0.0,Novel
group_18612,0.0,Novel
group_21536,0.0,Novel
group_21535,0.0,Novel
group_21437,0.0,Novel
group_3540,0.0,Novel
group_17286,0.0,Novel
group_21540,0.0,Novel
group_26341,0.0,Novel
group_14525,0.0,Novel
vapC_2,0.0,Novel
group_26378,0.0,Novel
group_13365,0.0,Novel
yjjM,0.0,Novel
group_26360,0.0,Novel
rfaJ_2,0.0,Novel
group_11079,0.0,Novel
group_21232,0.0,Novel
group_21547,0.0,Novel
group_21553,0.0,Novel
group_20768,0.0,Novel
frwC,0.0,Novel
tolC_C401R,0.0,Tier2+Tier1B
