feature,shap_importance,feature_type
fI,0.012201363,Novel
group_15362,0.01199724,Novel
pemI,0.011763315,Novel
APH(3')-Ia,0.011754408,Tier2+Tier1B
parC_R296C,0.011493563,Tier2+Tier1B
sopA,0.011474818,Novel
group_13671,0.011252544,Novel
parE_A436S,0.011234941,Tier2+Tier1B
group_3257,0.011170575,Novel
rfaY,0.011083119,Novel
parE_E335K,0.010991973,Tier2+Tier1B
folP_R235C,0.010943972,Tier2+Tier1B
traD_1,0.010898923,Novel
mdtM,0.010811154,Tier2+Tier1B
parE_S347A,0.010741272,Tier2+Tier1B
group_8907,0.010659332,Novel
rfaL,0.01056952,Novel
parE_L194F,0.010549524,Tier2+Tier1B
parE_R178*,0.0103434175,Tier2+Tier1B
parE_T201P,0.010127601,Tier2+Tier1B
hin,0.0100024445,Novel
dfrA1_1,0.009914522,Tier2+Tier1B
group_3820,0.009813298,Novel
group_21010,0.009774691,Novel
ompF_T298S,0.009755537,Tier2+Tier1B
yqjZ,0.009667827,Novel
gyrB_V651L,0.00952894,Tier2+Tier1B
group_17292,0.009516865,Novel
parE_A369T,0.00949404,Tier2+Tier1B
AAC(3)-IIa,0.009288326,Tier2+Tier1B
gyrA_T777S,0.009238537,Tier2+Tier1B
eamA,0.009229349,Novel
dpnM,0.00922311,Novel
group_20868,0.00907048,Novel
gyrA_A523S,0.00904701,Tier2+Tier1B
focC_2,0.00904071,Novel
gyrA_T658P,0.008969459,Tier2+Tier1B
mph(A)_2,0.008956107,Tier2+Tier1B
ampC_A19P,0.008913739,Tier2+Tier1B
ampC_D304G,0.008868984,Tier2+Tier1B
emrE,0.00882127,Tier2+Tier1B
tolC_Q473H,0.008763826,Tier2+Tier1B
aadA5,0.008693162,Tier2+Tier1B
parE_D289Y,0.008628696,Tier2+Tier1B
group_17014,0.008571465,Novel
gyrA_A633P,0.008564294,Tier2+Tier1B
group_2126,0.008527541,Novel
gyrA_D429Y,0.008506463,Tier2+Tier1B
dfrA7,0.008478182,Tier2+Tier1B
group_8141,0.008448634,Novel
robA_E193K,0.008377003,Tier2+Tier1B
gyrA_R615C,0.008321803,Tier2+Tier1B
gyrA_A526P,0.008281927,Tier2+Tier1B
aadA,0.008265458,Tier2+Tier1B
parE_L391M,0.008250802,Tier2+Tier1B
group_20444,0.008214398,Novel
parE_G282R,0.008193125,Tier2+Tier1B
robA_D269H,0.008192537,Tier2+Tier1B
pmrB_I21F,0.008072666,Tier2+Tier1B
yiaO_1,0.008018596,Novel
aph(6)-Id,0.007974734,Tier2+Tier1B
gyrA_P215T,0.007930162,Tier2+Tier1B
merP,0.007908803,Tier2+Tier1B
group_15564,0.0077793812,Novel
gyrA_T535S,0.0076656584,Tier2+Tier1B
sul1_2,0.007652083,Tier2+Tier1B
parC_Q198K,0.0075182747,Tier2+Tier1B
evgS,0.007508535,Tier2+Tier1B
group_17279,0.007444245,Novel
group_12216,0.007426788,Novel
blaTEM,0.007416429,Tier2+Tier1B
ompC_V127L,0.0074086585,Tier2+Tier1B
group_1405,0.0073184185,Novel
group_11523,0.0073154955,Novel
ompC_Q70K,0.00728176,Tier2+Tier1B
parC_S80C,0.0072462372,Tier2+Tier1B
phoQ_R236C,0.0072293375,Tier2+Tier1B
phoP_N69Y,0.0071787876,Tier2+Tier1B
robA_P176T,0.0071100853,Tier2+Tier1B
group_7487,0.0071034003,Novel
parC_Q152K,0.0070953276,Tier2+Tier1B
parE_V319L,0.007053303,Tier2+Tier1B
D_1,0.007018346,Novel
parC_E568K,0.0068962835,Tier2+Tier1B
ompC_T155P,0.006820865,Tier2+Tier1B
gyrA_A421S,0.006816689,Tier2+Tier1B
folP_P123T,0.0068062725,Tier2+Tier1B
gyrB_P171S,0.006763409,Tier2+Tier1B
dfrA17,0.0067586377,Tier2+Tier1B
group_7283,0.006739931,Novel
group_27188,0.006727627,Novel
tet(A).1,0.00670397,Tier2+Tier1B
kfoC,0.0066703665,Novel
dfrA5,0.0066298065,Tier2+Tier1B
phoQ_A23T,0.0066220653,Tier2+Tier1B
tdcG,0.006528365,Novel
neuD,0.006481904,Novel
parE_Q341E,0.0064700884,Tier2+Tier1B
parE_Y482H,0.0064574885,Tier2+Tier1B
arsD,0.006429337,Tier2+Tier1B
group_8774,0.0064138183,Novel
group_15443,0.006407485,Novel
group_8541,0.006379097,Novel
group_8981,0.0063458984,Novel
group_16006,0.0063420823,Novel
vapC_2,0.0063386527,Novel
parE_V118M,0.0063121174,Tier2+Tier1B
group_25699,0.006311511,Novel
group_26399,0.006309619,Novel
group_26368,0.006198653,Novel
rpoB_*887Y,0.0060768733,Tier2+Tier1B
gyrB_I250L,0.0060169804,Tier2+Tier1B
gyrA_R237C,0.0058992463,Tier2+Tier1B
gyrA_G151C,0.0057982896,Tier2+Tier1B
phoP_frameshift_insertion_1bp_pos1189670,0.0057526487,Tier2+Tier1B
pmrB_H5R,0.0057315547,Tier2+Tier1B
sul2.1,0.0056167822,Tier2+Tier1B
gyrA_I485F,0.0055823713,Tier2+Tier1B
group_10372,0.0055659795,Novel
gyrA_D793Y,0.0055550127,Tier2+Tier1B
group_25008,0.005554921,Novel
group_7424,0.0054474087,Novel
phoP_P206A,0.005423639,Tier2+Tier1B
parE_S164R,0.005398511,Tier2+Tier1B
dfrA7_1,0.005343488,Tier2+Tier1B
gyrB_T778S,0.0053409347,Tier2+Tier1B
group_8987,0.005308213,Novel
robA_A272T,0.005127916,Tier2+Tier1B
group_16994,0.0051273014,Novel
parE_S493P,0.0050458373,Tier2+Tier1B
rfaJ_1,0.005042362,Novel
group_19046,0.0049993056,Novel
folP_K146E,0.0049815043,Tier2+Tier1B
pmrB_L36V,0.0049532796,Tier2+Tier1B
gyrB_S759R,0.004936024,Tier2+Tier1B
group_18595,0.0049348087,Novel
yggM,0.0049244184,Novel
ompC_G203S,0.0048446422,Tier2+Tier1B
gyrA_A412T,0.0047994447,Tier2+Tier1B
acrR_E121D,0.0047793407,Tier2+Tier1B
phoQ_E473K,0.004770209,Tier2+Tier1B
folP_G7R,0.0046983343,Tier2+Tier1B
folP_E73A,0.0046323934,Tier2+Tier1B
frwC,0.0045690667,Novel
phoP_G53*,0.0044903154,Tier2+Tier1B
soxR_L59F,0.004462817,Tier2+Tier1B
gyrA_Y605H,0.004462137,Tier2+Tier1B
phoQ_K172E,0.00443967,Tier2+Tier1B
dfrA1_30,0.004420576,Tier2+Tier1B
parC_R354C,0.0044168704,Tier2+Tier1B
intS_3,0.0044035604,Novel
rpoB_N755K,0.0043711215,Tier2+Tier1B
dfrA17_1,0.004353359,Tier2+Tier1B
Q,0.004342358,Novel
pmrB_A131T,0.00432383,Tier2+Tier1B
tet(D)_1,0.004322671,Tier2+Tier1B
parC_T623S,0.0043004355,Tier2+Tier1B
parC_D204H,0.004292037,Tier2+Tier1B
sul1.1,0.0042844564,Tier2+Tier1B
group_12219,0.0042513763,Novel
parE_E545K,0.0042363275,Tier2+Tier1B
group_6217,0.0042274827,Novel
group_13316,0.0042184927,Novel
icc_2,0.0042029396,Novel
group_9739,0.004195573,Novel
group_26397,0.0041937507,Novel
sul2_3,0.004188701,Tier2+Tier1B
phoP_P55S,0.0041745813,Tier2+Tier1B
thyA_P254T,0.0041352506,Tier2+Tier1B
gyrB_A152S,0.0041207224,Tier2+Tier1B
gyrB_D74Y,0.004112844,Tier2+Tier1B
group_36,0.0040821917,Novel
group_24946,0.0040005744,Novel
parE_V521F,0.0039975937,Tier2+Tier1B
parC_T607S,0.0037627576,Tier2+Tier1B
group_13266,0.003725664,Novel
folP_A128T,0.0036909848,Tier2+Tier1B
parC_G579R,0.0036318055,Tier2+Tier1B
ompC_Q196E,0.0036271429,Tier2+Tier1B
rsvB,0.0036215703,Novel
group_10471,0.0035638374,Novel
uidB2,0.0035359217,Novel
ampC_N260T,0.0035158214,Tier2+Tier1B
group_2837,0.003510751,Novel
elfA,0.0035023438,Novel
parE_L589F,0.0034449,Tier2+Tier1B
gyrB_S571R,0.0034423284,Tier2+Tier1B
group_12518,0.003352927,Novel
parC_I254F,0.0033144846,Tier2+Tier1B
aph(3'')-Ib,0.0032542981,Tier2+Tier1B
group_13317,0.0032477726,Novel
parE_L270V,0.0032444731,Tier2+Tier1B
group_7872,0.0032409944,Novel
group_12292,0.003231681,Novel
group_18191,0.0032253675,Novel
gyrA_Q749E,0.0032046644,Tier2+Tier1B
parE_H462Y,0.0031861176,Tier2+Tier1B
ompC_N47K,0.0031458142,Tier2+Tier1B
robA_N182H,0.0031120328,Tier2+Tier1B
parC_P181A,0.0031022055,Tier2+Tier1B
gyrB_A796S,0.0031000844,Tier2+Tier1B
rpoB_S1222R,0.003076487,Tier2+Tier1B
pmrB_A291P,0.0030683903,Tier2+Tier1B
kefA,0.0029937818,Novel
parE_N446Y,0.0029903806,Tier2+Tier1B
blaTEM-1A_4,0.0029853487,Tier2+Tier1B
tibA_2,0.002981435,Novel
parC_L157V,0.002949627,Tier2+Tier1B
aadA1_1,0.0029377716,Tier2+Tier1B
gyrA_V822M,0.002937203,Tier2+Tier1B
folP_V244F,0.002913739,Tier2+Tier1B
parC_A64S,0.0028831288,Tier2+Tier1B
gyrA_R722C,0.0028679932,Tier2+Tier1B
phoQ_N377Y,0.0028458035,Tier2+Tier1B
ampC_T129P,0.0028351154,Tier2+Tier1B
dfrA14,0.0028323557,Tier2+Tier1B
ompC_G60C,0.0028186005,Tier2+Tier1B
repE,0.0028115232,Novel
tolC_C349*,0.002726676,Tier2+Tier1B
ugpA_2,0.0027035284,Novel
blaSHV-102_2,0.0027013174,Tier2+Tier1B
parC_N363Y,0.002692017,Tier2+Tier1B
rpoB_H345Q,0.0026896105,Tier2+Tier1B
gyrB_L615F,0.0026028783,Tier2+Tier1B
qacEdelta1,0.0025730522,Tier2+Tier1B
ompF_G141R,0.0025664743,Tier2+Tier1B
parE_A457P,0.0025264907,Tier2+Tier1B
folA_C104R,0.0025134636,Tier2+Tier1B
group_15057,0.0024761234,Novel
gyrA_G597R,0.002461615,Tier2+Tier1B
phoQ_S349A,0.0024603435,Tier2+Tier1B
ftsI_*54*,0.0024026567,Tier2+Tier1B
gyrA_I590L,0.0023860368,Tier2+Tier1B
gyrA_L424V,0.002316834,Tier2+Tier1B
phoQ_T47P,0.0023164353,Tier2+Tier1B
ampC_P229T,0.0022630985,Tier2+Tier1B
ccdB_2,0.0022563227,Novel
parC_L133M,0.002254063,Tier2+Tier1B
tnpA_4,0.0021906286,Novel
group_14311,0.0021217195,Novel
pcoS,0.0020980516,Tier2+Tier1B
group_13890,0.002077019,Novel
folP_G124C,0.0020742316,Tier2+Tier1B
pmrB_R313S,0.001979628,Tier2+Tier1B
parC_R710C,0.0019753643,Tier2+Tier1B
vapB_1,0.0019176451,Novel
Mrx,0.0018632013,Tier2+Tier1B
ftsI_S164R,0.001849125,Tier2+Tier1B
parE_V44L,0.0018223239,Tier2+Tier1B
gyrB_R524C,0.0016073645,Tier2+Tier1B
CTX-M-15,0.0015239881,Tier2+Tier1B
ilvB,0.0015002883,Novel
group_12513,0.0014122507,Novel
gyrB_G475C,0.0011200806,Tier2+Tier1B
ugpC_2,0.0010665172,Novel
group_13365,0.0009600508,Novel
gyrB_D756Y,0.00091374846,Tier2+Tier1B
group_574,0.000857318,Novel
merD,0.0,Tier2+Tier1B
merE,0.0,Tier2+Tier1B
merF,0.0,Tier2+Tier1B
ncrA,0.0,Tier2+Tier1B
ncrB,0.0,Tier2+Tier1B
ncrC,0.0,Tier2+Tier1B
pcoA,0.0,Tier2+Tier1B
merB,0.0,Tier2+Tier1B
pcoB,0.0,Tier2+Tier1B
pcoC,0.0,Tier2+Tier1B
group_26326,0.0,Novel
group_21535,0.0,Novel
ompF_G172C,0.0,Tier2+Tier1B
group_25848,0.0,Novel
merA,0.0,Tier2+Tier1B
group_21546,0.0,Novel
group_26323,0.0,Novel
silS,0.0,Tier2+Tier1B
silP,0.0,Tier2+Tier1B
group_26388,0.0,Novel
silF,0.0,Tier2+Tier1B
silE,0.0,Tier2+Tier1B
gemA,0.0,Novel
silC,0.0,Tier2+Tier1B
group_20769,0.0,Novel
silB,0.0,Tier2+Tier1B
silA,0.0,Tier2+Tier1B
shsP,0.0,Tier2+Tier1B
group_26328,0.0,Novel
silR,0.0,Tier2+Tier1B
parE_V76M,0.0,Tier2+Tier1B
clpK,0.0,Tier2+Tier1B
gyrA_V248M,0.0,Tier2+Tier1B
acrR_*73Y,0.0,Tier2+Tier1B
pmrB_H119Y,0.0,Tier2+Tier1B
gyrA_D678N,0.0,Tier2+Tier1B
gyrB_A384S,0.0,Tier2+Tier1B
phoQ_V373F,0.0,Tier2+Tier1B
sul3.1,0.0,Tier2+Tier1B
gyrA_T408P,0.0,Tier2+Tier1B
pmrB_R96S,0.0,Tier2+Tier1B
hdeD-GI,0.0,Tier2+Tier1B
group_21517,0.0,Novel
group_26384,0.0,Novel
hsp20,0.0,Tier2+Tier1B
group_17290,0.0,Novel
kefB-GI,0.0,Tier2+Tier1B
phoP_S187C,0.0,Tier2+Tier1B
pcoD,0.0,Tier2+Tier1B
group_3389,0.0,Novel
tet(B),0.0,Tier2+Tier1B
tet(D).1,0.0,Tier2+Tier1B
ompF_A215P,0.0,Tier2+Tier1B
ftsI_R233S,0.0,Tier2+Tier1B
mgrB_V8A,0.0,Tier2+Tier1B
phoQ_T84A,0.0,Tier2+Tier1B
soxR_C148*,0.0,Tier2+Tier1B
ftsI_S366R,0.0,Tier2+Tier1B
gyrA_T519P,0.0,Tier2+Tier1B
tet(M),0.0,Tier2+Tier1B
parE_Q148K,0.0,Tier2+Tier1B
tet(X4),0.0,Tier2+Tier1B
ariR,0.0,Tier2+Tier1B
arsA,0.0,Tier2+Tier1B
arsR,0.0,Tier2+Tier1B
ompF_Q222E,0.0,Tier2+Tier1B
group_25010,0.0,Novel
group_16997,0.0,Novel
group_26382,0.0,Novel
group_26364,0.0,Novel
group_8965,0.0,Novel
tdcF_2,0.0,Novel
yjgL_2,0.0,Novel
group_3469,0.0,Novel
qacE,0.0,Tier2+Tier1B
group_21549,0.0,Novel
group_15621,0.0,Novel
ugpB_2,0.0,Novel
gyrA_L824F,0.0,Tier2+Tier1B
group_21251,0.0,Novel
group_26377,0.0,Novel
gyrA_E626K,0.0,Tier2+Tier1B
ftsI_L192F,0.0,Tier2+Tier1B
kdgT_2,0.0,Novel
group_15783,0.0,Novel
group_26324,0.0,Novel
group_17286,0.0,Novel
wbbJ,0.0,Novel
group_7167,0.0,Novel
group_21544,0.0,Novel
group_2358,0.0,Novel
group_26394,0.0,Novel
yfaX1_2,0.0,Novel
group_21533,0.0,Novel
group_3733,0.0,Novel
group_19064,0.0,Novel
group_26380,0.0,Novel
group_21547,0.0,Novel
group_26367,0.0,Novel
group_15883,0.0,Novel
group_21553,0.0,Novel
group_21540,0.0,Novel
trxLHR,0.0,Tier2+Tier1B
yfdX1,0.0,Tier2+Tier1B
yfdX2,0.0,Tier2+Tier1B
group_26317,0.0,Novel
yjgB_2,0.0,Novel
group_12558,0.0,Novel
group_19071,0.0,Novel
group_19056,0.0,Novel
parC_G685R,0.0,Tier2+Tier1B
group_25849,0.0,Novel
pcoE,0.0,Tier2+Tier1B
pcoR,0.0,Tier2+Tier1B
group_16999,0.0,Novel
group_26358,0.0,Novel
psi-GI,0.0,Tier2+Tier1B
parM,0.0,Novel
qacL,0.0,Tier2+Tier1B
parD1,0.0,Novel
group_26330,0.0,Novel
group_26383,0.0,Novel
group_4134,0.0,Novel
acrR_N98K,0.0,Tier2+Tier1B
group_19068,0.0,Novel
pmrB_E126*,0.0,Tier2+Tier1B
group_19059,0.0,Novel
pmrB_V80F,0.0,Tier2+Tier1B
group_15837,0.0,Novel
ycjP_2,0.0,Novel
rfbC,0.0,Novel
terB,0.0,Tier2+Tier1B
terC,0.0,Tier2+Tier1B
terD,0.0,Tier2+Tier1B
terE,0.0,Tier2+Tier1B
terW,0.0,Tier2+Tier1B
terZ,0.0,Tier2+Tier1B
rfaB,0.0,Novel
blaCTX-M-1,0.0,Tier2+Tier1B
blaCTX-M-14,0.0,Tier2+Tier1B
blaCTX-M-15,0.0,Tier2+Tier1B
blaCTX-M-182,0.0,Tier2+Tier1B
blaCTX-M-191,0.0,Tier2+Tier1B
aac(6')-Ib4,0.0,Tier2+Tier1B
aacA16,0.0,Tier2+Tier1B
aadA11,0.0,Tier2+Tier1B
aadA12.1,0.0,Tier2+Tier1B
group_15887,0.0,Novel
aadA15,0.0,Tier2+Tier1B
aadA2.1,0.0,Tier2+Tier1B
aadA22.1,0.0,Tier2+Tier1B
aadA25.1,0.0,Tier2+Tier1B
aadA4.1,0.0,Tier2+Tier1B
aadA5.1,0.0,Tier2+Tier1B
acrF.1,0.0,Tier2+Tier1B
ant(2'')-Ia,0.0,Tier2+Tier1B
aph(3')-IIa,0.0,Tier2+Tier1B
tet(B)_3,0.0,Tier2+Tier1B
aadA13.1,0.0,Tier2+Tier1B
blaCTX-M-55,0.0,Tier2+Tier1B
blaCTX-M-65,0.0,Tier2+Tier1B
blaEC,0.0,Tier2+Tier1B
blaEC-5,0.0,Tier2+Tier1B
blaGES-5,0.0,Tier2+Tier1B
blaLAP-2,0.0,Tier2+Tier1B
blaNDM-1,0.0,Tier2+Tier1B
blaNDM-5,0.0,Tier2+Tier1B
blaOXA,0.0,Tier2+Tier1B
blaOXA-10,0.0,Tier2+Tier1B
blaCTX-M,0.0,Tier2+Tier1B
blaOXA-9,0.0,Tier2+Tier1B
aph(3')-Ia,0.0,Tier2+Tier1B
aph(4)-Ia,0.0,Tier2+Tier1B
arr,0.0,Tier2+Tier1B
arr-2.1,0.0,Tier2+Tier1B
arr-3.1,0.0,Tier2+Tier1B
blaCARB-2,0.0,Tier2+Tier1B
blaCMY-111,0.0,Tier2+Tier1B
blaCMY-2,0.0,Tier2+Tier1B
blaCMY-42,0.0,Tier2+Tier1B
blaOXA-2,0.0,Tier2+Tier1B
ompF_D149Y,0.0,Tier2+Tier1B
folP_A151P,0.0,Tier2+Tier1B
phoP_H15Y,0.0,Tier2+Tier1B
folP_H252Y,0.0,Tier2+Tier1B
folP_A241S,0.0,Tier2+Tier1B
ompC_T135S,0.0,Tier2+Tier1B
ftsI_H345Q,0.0,Tier2+Tier1B
sul2_6,0.0,Tier2+Tier1B
sul3_2,0.0,Tier2+Tier1B
tet(A)_3,0.0,Tier2+Tier1B
tet(M)_8,0.0,Tier2+Tier1B
ere(A)_2,0.0,Tier2+Tier1B
ere(B)_2,0.0,Tier2+Tier1B
erm(42)_2,0.0,Tier2+Tier1B
erm(B)_18,0.0,Tier2+Tier1B
floR_2,0.0,Tier2+Tier1B
fosA_10,0.0,Tier2+Tier1B
fosA_14,0.0,Tier2+Tier1B
fosA_3,0.0,Tier2+Tier1B
lnu(F)_1,0.0,Tier2+Tier1B
mcr-1_1,0.0,Tier2+Tier1B
dfrB1_2,0.0,Tier2+Tier1B
tet(X)_1,0.0,Tier2+Tier1B
aac(3)-IId,0.0,Tier2+Tier1B
aac(3)-IIe,0.0,Tier2+Tier1B
aac(3)-IIg,0.0,Tier2+Tier1B
aac(3)-IVa,0.0,Tier2+Tier1B
aac(3)-VIa,0.0,Tier2+Tier1B
aac(6')-IIc,0.0,Tier2+Tier1B
aac(6')-Ib,0.0,Tier2+Tier1B
aac(6')-Ib',0.0,Tier2+Tier1B
aac(6')-Ib-cr5,0.0,Tier2+Tier1B
thyA_T114S,0.0,Tier2+Tier1B
oqxA_1,0.0,Tier2+Tier1B
oqxB_1,0.0,Tier2+Tier1B
qepA2_1,0.0,Tier2+Tier1B
qepA_1,0.0,Tier2+Tier1B
rmtB_1,0.0,Tier2+Tier1B
strA_1,0.0,Tier2+Tier1B
strB_1,0.0,Tier2+Tier1B
sul1_1,0.0,Tier2+Tier1B
sul2_14,0.0,Tier2+Tier1B
pmrB_N145Y,0.0,Tier2+Tier1B
aac(6')-Ib3,0.0,Tier2+Tier1B
mcr-1.1,0.0,Tier2+Tier1B
mcr-3.1,0.0,Tier2+Tier1B
mcr-3.4,0.0,Tier2+Tier1B
mcr-3.5,0.0,Tier2+Tier1B
mcr-9.1,0.0,Tier2+Tier1B
mef(B),0.0,Tier2+Tier1B
mph(A),0.0,Tier2+Tier1B
mph(B),0.0,Tier2+Tier1B
dfrA21.1,0.0,Tier2+Tier1B
blaCTX-M-27,0.0,Tier2+Tier1B
dfrA36,0.0,Tier2+Tier1B
dfrA4,0.0,Tier2+Tier1B
dfrA5.1,0.0,Tier2+Tier1B
dfrA51,0.0,Tier2+Tier1B
dfrA7.1,0.0,Tier2+Tier1B
dfrA8.1,0.0,Tier2+Tier1B
dfrB1.1,0.0,Tier2+Tier1B
emrD.1,0.0,Tier2+Tier1B
ere(A),0.0,Tier2+Tier1B
ere(B),0.0,Tier2+Tier1B
dfrA29,0.0,Tier2+Tier1B
oqxA.1,0.0,Tier2+Tier1B
oqxB.1,0.0,Tier2+Tier1B
qepA,0.0,Tier2+Tier1B
qepA1,0.0,Tier2+Tier1B
qepA8,0.0,Tier2+Tier1B
qnrA1,0.0,Tier2+Tier1B
qnrB1,0.0,Tier2+Tier1B
qnrB7,0.0,Tier2+Tier1B
qnrD,0.0,Tier2+Tier1B
qnrS,0.0,Tier2+Tier1B
lnu(G),0.0,Tier2+Tier1B
qnrS2,0.0,Tier2+Tier1B
qnrS4,0.0,Tier2+Tier1B
rmtB1,0.0,Tier2+Tier1B
sat2,0.0,Tier2+Tier1B
fosA10,0.0,Tier2+Tier1B
fosA4,0.0,Tier2+Tier1B
