novel_gene,corr_with,correlation
cmtR,tet(A),0.9306576826628605
group_26359,ptsI_V25I,0.9522003230294548
group_26352,ptsI_V25I,0.9326388778512401
group_21541,ptsI_V25I,0.9326388778512401
group_1421,ptsI_V25I,0.9770694286564974
group_26389,ptsI_V25I,1.0
group_19057,ptsI_V25I,0.9323656108187616
group_26356,ptsI_V25I,0.9323656108187616
group_17288,ptsI_V25I,0.9250813366444509
group_26329,ptsI_V25I,1.0
group_26379,ptsI_V25I,0.9762566629225842
group_26322,ptsI_V25I,0.9643086639567016
group_26390,ptsI_V25I,1.0
mntH_2,ptsI_V25I,1.0
group_26387,ptsI_V25I,1.0
group_21563,ptsI_V25I,1.0
group_26396,ptsI_V25I,1.0
group_26391,ptsI_V25I,1.0
group_26392,ptsI_V25I,1.0
group_15875,ptsI_V25I,1.0
group_26385,ptsI_V25I,1.0
group_17285,ptsI_V25I,0.9250813366444509
group_19062,ptsI_V25I,0.9288417291602032
group_19061,ptsI_V25I,0.9288417291602032
group_19063,ptsI_V25I,0.9288417291602032
group_21525,ptsI_V25I,0.9643086639567016
folP2,sul2.1,0.9888429499205436
group_14166,parC_E84V,0.8120268411344272
group_19044,ptsI_V25I,0.9883718839038921
group_15878,ptsI_V25I,0.9805742052214658
rfaJ,ptsI_V25I,0.9765716561243943
group_24444,parC_E84V,0.802016567158955
group_13316,Mrx,0.8037951607389142
group_21562,ptsI_V25I,0.9960867657467666
group_20674,parC_E84V,0.802016567158955
group_21560,ptsI_V25I,0.9802378813886743
group_26395,ptsI_V25I,0.9960642787685423
group_26353,ptsI_V25I,0.9250813366444509
group_21552,ptsI_V25I,0.9250813366444509
group_15881,ptsI_V25I,0.9250813366444509
group_21539,ptsI_V25I,0.9250813366444509
group_21543,ptsI_V25I,0.9250813366444509
group_19054,ptsI_V25I,0.9250813366444509
group_21542,ptsI_V25I,0.9250813366444509
group_21545,ptsI_V25I,0.9250813366444509
group_19067,ptsI_V25I,0.9589136769349764
group_26325,ptsI_V25I,0.9602521491220734
group_26327,ptsI_V25I,0.9602521491220734
group_21527,ptsI_V25I,0.9602521491220734
mngB,ptsI_V25I,0.8284600690627275
group_26378,ptsI_V25I,0.9802378813886743
group_24640,parC_E84V,0.8572856771170966
cox,parC_E84V,0.802016567158955
group_19046,ptsI_V25I,0.9802480041307933
group_17279,ptsI_V25I,0.9114956341929026
group_17281,ptsI_V25I,0.9441140361854617
waaU,ptsI_V25I,0.9685428311451969
group_26343,ptsI_V25I,0.9921357077862991
group_21538,ptsI_V25I,0.920931778714814
group_26351,ptsI_V25I,0.9209317787148139
group_19055,ptsI_V25I,0.9209317787148139
hsdR_1,ptsI_V25I,0.9724032980605115
group_16629,ptsI_V25I,0.9142659162803626
rfaI,ptsI_V25I,0.9693362130058283
group_21522,ptsI_V25I,0.9004851598881918
group_21561,ptsI_V25I,0.9518775445784089
hsdM_1,ptsI_V25I,0.9724032980605115
group_13573,ptsI_V25I,0.9415532940856457
group_20768,parC_E84V,0.8612605437371555
group_17287,ptsI_V25I,0.9167725433387619
group_26398,parE_I529L,0.9472228872545262
group_15886,ptsI_V25I,0.9484059415482388
group_26376,ptsI_V25I,0.8670967111289348
uvrY,ptsI_V25I,-0.8834815639286918
group_26375,ptsI_V25I,0.9348183515092536
group_26399,ptsI_V25I,0.9097179569829456
group_15057,ptsI_V25I,0.9518775445784089
group_21564,parE_I529L,0.9472228872545262
lutR,ptsI_V25I,0.905876803313004
group_10139,ptsI_V25I,0.8877480659693112
rhtB,ptsI_V25I,-0.9174892202771646
rfaG_1,ptsI_V25I,0.9156462494073776
group_21566,ptsI_V25I,0.9097179569829456
group_5884,ptsI_V25I,0.9005128171414808
group_21518,ptsI_V25I,0.905876803313004
group_19050,ptsI_V25I,0.8573441260109407
group_8629,parC_E84V,0.835672401500666
group_26313,ptsI_V25I,0.905876803313004
group_26312,ptsI_V25I,0.905876803313004
group_19042,ptsI_V25I,0.905876803313004
group_21520,ptsI_V25I,0.905876803313004
group_21519,ptsI_V25I,0.905876803313004
group_26374,parC_E84V,0.8157021616734128
group_17582,parC_E84V,0.9149550956657566
yigF,ptsI_V25I,0.951877544578409
yihF_2,parC_E84V,0.9335293177242476
group_17581,parC_E84V,-0.9149550956657565
fadE,ptsI_V25I,-0.9589136769349768
group_3560,ptsI_V25I,0.8474701395402431
eamA,ptsI_V25I,-0.8208747772950064
group_13890,sslE,0.8853926381835036
traD_1,ptsI_V25I,0.822205662000854
waaP,ptsI_V25I,-0.8565539076196892
group_2853,ptsI_V25I,0.8694473908886554
ecpD,ptsI_V25I,0.9449646791648215
group_26335,ptsI_V25I,0.9449646791648215
group_26334,ptsI_V25I,0.9449646791648215
group_26337,ptsI_V25I,0.9449646791648215
gudP_2,parC_E84V,0.8020165671589551
allS_3,parC_E84V,-0.8551652111559694
group_12216,parC_E84V,0.8437012496252396
group_8774,sslE,0.9511148567159708
gstB,ptsI_V25I,-0.8484844132107262
group_5634,ptsI_V25I,0.8107836133481162
pdxA_3,parC_E84V,0.8020165671589551
group_16262,parC_E84V,0.899454182563465
yqjZ,tet(A),0.8703244537546936
cfaD,ptsI_V25I,0.8703456845148932
focA,parC_E84V,-0.8994541825634648
tdcG,parC_E84V,-0.8185474572147133
group_21567,ptsI_V25I,0.9027911425871239
group_5971,sslE,0.9868104728914675
group_14382,ptsI_V25I,0.8877301542931043
group_26397,parC_E84V,0.8329414882678265
group_8211,ptsI_V25I,0.8037664652710668
tdcE,parC_E84V,-0.8432318206141208
group_26332,ptsI_V25I,0.9078990733016031
rtcB,ptsI_V25I,0.8514574332724406
group_21530,ptsI_V25I,0.9121235321357906
group_21529,ptsI_V25I,0.9121235321357906
group_26333,ptsI_V25I,0.9121235321357906
group_21193,ptsI_V25I,0.928197599535119
yfcR,vactox,0.812371668784953
group_15877,ptsI_V25I,0.9036654132100868
group_5429,ptsI_V25I,0.8592419108972201
group_12459,ptsI_V25I,0.9348183515092536
group_21565,ptsI_V25I,0.9063339648659294
group_2837,ptsI_V25I,0.826554156315492
tnsB,merC,0.8897698403329989
group_13898,parC_E84V,0.8488673005749676
group_24804,tet(A),0.9892113645888211
group_19052,ptsI_V25I,0.8997301435487117
group_19053,ptsI_V25I,0.8997301435487117
group_26344,ptsI_V25I,0.8997301435487117
sphX,ptsI_V25I,0.9078990733016031
group_12219,parC_E84V,0.818547457214714
group_24328,vactox,0.8112022627912823
group_10291,ptsI_V25I,-0.8906916822195792
group_6805,ptsI_V25I,0.8685339174542387
group_12038,vactox,0.8600682865645811
group_12674,ptsI_V25I,0.8894096309328754
espC,ptsI_V25I,0.8348400031305282
sfaA,ptsI_V25I,0.89368075007011
group_26372,ptsI_V25I,0.902791142587124
group_19048,ptsI_V25I,0.89368075007011
group_21524,ptsI_V25I,0.89368075007011
group_26338,ptsI_V25I,0.89368075007011
group_26320,ptsI_V25I,0.89368075007011
yfcQ,ptsI_V25I,0.89368075007011
group_26318,ptsI_V25I,0.89368075007011
group_26321,ptsI_V25I,0.89368075007011
group_26369,ptsI_V25I,0.89368075007011
group_26339,ptsI_V25I,0.89368075007011
elfA,vactox,0.8160614642792633
intS_3,vactox,0.9687090137621317
group_21531,ptsI_V25I,0.9089874795147953
group_26331,ptsI_V25I,0.9089874795147953
group_11523,vactox,0.8563842658906871
gntT,ptsI_V25I,-0.8592830821991526
frwC,vactox,0.806559479258485
yadK,vactox,0.834607795353398
group_14958,vactox,0.9430154559089399
repA,IncQ1_1,0.957988704400963
group_16512,ptsI_V25I,0.8227914452993876
group_17977,vactox,0.8509012757511085
focC_2,vactox,0.847219783938264
